,Unnamed: 0,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location,Water_Quality_Label
7064,10773,10774.0,2025-08-26 08:00:00,984,26.95,51496.27,300.12,261.66,161.1,5.41,5.41,68.07,33.84,33580.72,Ροιτικά,Medium
7068,10782,10783.0,2025-08-26 09:00:00,984,26.95,50831.71,301.61,261.66,161.1,5.93,5.93,74.84,33.35,33147.36,Ροιτικά,Medium
7073,10791,10792.0,2025-08-26 10:00:00,984,26.95,51865.47,294.81,261.66,161.1,6.32,6.32,80.36,34.11,33821.47,Ροιτικά,Medium
7077,10800,10801.0,2025-08-26 11:00:00,984,26.95,51993.73,298.01,261.66,161.1,6.53,6.53,83.11,34.21,33905.11,Ροιτικά,Medium
7082,10809,10810.0,2025-08-26 12:00:00,984,26.95,52297.89,298.16,261.66,161.1,6.81,6.81,87.81,34.43,34103.46,Ροιτικά,Medium
7091,10827,10828.0,2025-08-26 14:00:00,984,26.95,51007.79,296.13,261.66,161.1,6.97,6.97,91.66,33.48,33262.18,Ροιτικά,Medium
7096,10836,10837.0,2025-08-26 15:00:00,984,26.95,52185.55,296.8,261.66,161.1,7.05,7.05,91.91,34.35,34030.2,Ροιτικά,Medium
7101,10845,10846.0,2025-08-26 16:00:00,984,28.81,52088.35,297.91,307.7,189.21,7.18,7.18,93.38,34.28,33966.82,Ροιτικά,Medium
7106,10854,10855.0,2025-08-26 17:00:00,984,28.81,50467.95,297.67,307.7,189.21,7.0,7.0,90.73,33.08,32910.15,Ροιτικά,Medium
7123,10890,10891.0,2025-08-26 21:00:00,984,28.02,49729.41,292.04,255.71,158.01,5.66,5.66,72.2,32.54,32428.55,Ροιτικά,Medium
7128,10899,10900.0,2025-08-26 22:00:00,984,28.02,50680.19,291.24,255.71,158.01,5.67,5.67,72.19,33.24,33048.55,Ροιτικά,Medium
7133,10908,10909.0,2025-08-26 23:00:00,984,28.02,50007.23,289.76,255.71,158.01,5.17,5.17,65.7,32.74,32609.71,Ροιτικά,Medium
7138,10917,10918.0,2025-08-27 00:00:00,984,28.02,50500.95,289.57,255.71,158.01,5.03,5.03,63.71,33.11,32931.67,Ροιτικά,Medium
7142,10926,10927.0,2025-08-27 01:00:00,984,28.02,50359.01,289.23,255.71,158.01,4.92,4.92,62.24,33.0,32839.11,Ροιτικά,Medium
7147,10935,10936.0,2025-08-27 02:00:00,984,28.02,51505.07,288.97,255.71,158.01,4.91,4.91,62.0,33.85,33586.46,Ροιτικά,Medium
7152,10944,10945.0,2025-08-27 03:00:00,984,28.02,51531.47,287.83,255.71,158.01,4.61,4.61,57.85,33.87,33603.67,Ροιτικά,Medium
7157,10953,10954.0,2025-08-27 04:00:00,984,28.02,51274.46,288.02,255.71,158.01,4.77,4.77,59.6,33.68,33436.07,Ροιτικά,Medium
7162,10962,10963.0,2025-08-27 05:00:00,984,28.02,51870.4,290.3,255.71,158.01,5.07,5.07,63.43,34.12,33824.69,Ροιτικά,Medium
7167,10971,10972.0,2025-08-27 06:00:00,984,28.02,51696.97,291.24,255.71,158.01,5.16,5.16,64.51,33.99,33711.6,Ροιτικά,Medium
7172,10980,10981.0,2025-08-27 07:00:00,984,28.02,51152.81,296.34,255.71,158.01,5.34,5.34,66.68,33.59,33356.75,Ροιτικά,Medium
7177,10989,10990.0,2025-08-27 08:00:00,984,28.02,51595.55,300.45,255.71,158.01,5.35,5.35,66.81,33.91,33645.46,Ροιτικά,Medium
7182,10998,10999.0,2025-08-27 09:00:00,984,28.02,49879.78,301.37,255.71,158.01,5.99,5.99,75.22,32.65,32526.6,Ροιτικά,Medium
7187,11007,11008.0,2025-08-27 10:00:00,984,28.02,51263.52,295.25,255.71,158.01,6.51,6.51,82.33,33.67,33428.95,Ροιτικά,Medium
7192,11016,11017.0,2025-08-27 11:00:00,984,28.02,49846.97,298.25,255.71,158.01,6.67,6.67,84.87,32.63,32505.21,Ροιτικά,Medium
7197,11025,11026.0,2025-08-27 12:00:00,984,28.01,50519.67,298.13,316.25,194.53,6.71,6.71,86.53,33.12,32943.88,Ροιτικά,Medium
7201,11034,11035.0,2025-08-27 13:00:00,984,28.96,49986.42,298.58,356.31,205.84,6.78,6.78,87.87,32.73,32596.15,Ροιτικά,Medium
7211,11061,11062.0,2025-08-27 16:00:00,984,28.84,50245.76,297.93,1031.63,227.8,7.03,7.03,91.46,32.92,32765.26,Ροιτικά,Medium
7215,11070,11071.0,2025-08-27 17:00:00,984,28.59,50087.04,297.5,343.61,205.36,6.43,6.43,83.2,32.8,32661.76,Ροιτικά,Medium
7219,11079,11080.0,2025-08-27 18:00:00,984,28.42,51433.7,296.08,340.37,195.85,6.07,6.07,78.19,33.79,33539.91,Ροιτικά,Medium
7223,11088,11089.0,2025-08-27 19:00:00,984,28.19,51779.16,295.71,335.58,191.06,6.09,6.09,78.2,34.05,33765.19,Ροιτικά,Medium
7227,11097,11098.0,2025-08-27 20:00:00,984,28.01,52057.36,294.14,308.71,183.0,5.81,5.81,74.25,34.25,33946.6,Ροιτικά,Medium
7231,11106,11107.0,2025-08-27 21:00:00,984,27.75,51954.85,292.9,275.44,151.64,5.49,5.49,69.94,34.18,33879.76,Ροιτικά,Medium
7235,11115,11116.0,2025-08-27 22:00:00,984,27.61,51829.52,293.6,268.13,152.39,5.66,5.66,71.96,34.09,33798.04,Ροιτικά,Medium
7239,11124,11125.0,2025-08-27 23:00:00,984,27.49,51140.24,293.98,251.77,154.76,5.56,5.56,70.72,33.58,33348.55,Ροιτικά,Medium
7243,11133,11134.0,2025-08-28 00:00:00,984,27.36,51422.84,293.82,259.15,154.76,5.49,5.49,69.77,33.67,33432.78,Ροιτικά,Medium
7247,11141,11142.0,2025-08-28 01:00:00,984,27.26,51310.97,292.77,259.15,159.83,5.2,5.21,65.77,33.7,33459.88,Ροιτικά,Medium
7251,11149,11150.0,2025-08-28 02:00:00,984,27.26,51262.13,292.54,259.15,159.83,5.14,5.14,64.59,33.67,33428.04,Ροιτικά,Medium
7255,11157,11158.0,2025-08-28 03:00:00,984,26.85,51038.73,290.02,244.73,154.06,4.91,4.91,61.63,33.5,33282.36,Ροιτικά,Medium
7258,11165,11166.0,2025-08-28 04:00:00,984,26.74,51406.6,288.26,244.73,150.66,5.09,5.09,63.55,33.77,33522.25,Ροιτικά,Medium
7262,11173,11174.0,2025-08-28 05:00:00,984,26.74,50957.67,288.2,244.73,150.66,4.99,4.99,62.39,33.44,33229.5,Ροιτικά,Medium
7266,11181,11182.0,2025-08-28 06:00:00,984,26.56,51384.77,288.89,279.01,165.24,5.23,5.23,65.18,33.76,33508.01,Ροιτικά,Medium
7271,11189,11190.0,2025-08-28 07:00:00,984,26.56,51133.47,294.87,279.01,165.24,5.4,5.4,67.24,33.57,33344.14,Ροιτικά,Medium
7276,11197,11198.0,2025-08-28 08:00:00,984,26.61,50493.72,298.89,319.88,196.25,5.53,5.53,69.14,33.1,32926.96,Ροιτικά,Medium
7281,11205,11206.0,2025-08-28 09:00:00,984,26.62,51163.92,301.79,332.29,199.78,6.09,6.09,76.54,33.59,33364.0,Ροιτικά,Medium
7286,11213,11214.0,2025-08-28 10:00:00,984,26.99,51216.31,296.78,341.41,203.94,6.54,6.54,82.37,33.63,33398.16,Ροιτικά,Medium
7291,11221,11222.0,2025-08-28 11:00:00,984,27.6,51247.7,300.0,343.91,215.2,6.72,6.72,85.52,33.66,33418.63,Ροιτικά,Medium
7296,11230,11231.0,2025-08-28 12:00:00,984,28.32,49957.13,299.38,389.4,240.03,6.95,6.95,89.42,32.71,32577.05,Ροιτικά,Danger
7301,11239,11240.0,2025-08-28 13:00:00,984,28.58,49884.46,297.77,418.69,314.89,6.83,6.83,88.96,32.65,32529.66,Ροιτικά,Danger
7304,11248,11249.0,2025-08-28 14:00:00,984,28.94,50019.5,297.16,423.46,236.77,6.47,6.47,84.32,32.75,32617.72,Ροιτικά,Medium
7308,11257,11258.0,2025-08-28 15:00:00,984,28.43,49685.71,295.7,432.14,258.66,5.76,5.76,74.27,32.51,32400.06,Ροιτικά,Danger
7313,11266,11267.0,2025-08-28 16:00:00,984,28.43,49904.56,294.5,396.5,230.05,5.68,5.68,72.95,32.67,32542.76,Ροιτικά,Medium
7318,11275,11276.0,2025-08-28 17:00:00,984,28.1,51183.45,294.92,390.08,223.64,5.69,5.69,72.88,33.61,33376.73,Ροιτικά,Medium
7323,11284,11285.0,2025-08-28 18:00:00,984,28.07,51335.75,294.49,381.71,204.85,5.62,5.62,71.92,33.72,33476.05,Ροιτικά,Medium
7328,11293,11294.0,2025-08-28 19:00:00,984,27.74,51377.81,292.96,371.14,204.77,5.61,5.61,71.42,33.75,33503.47,Ροιτικά,Medium
7333,11302,11303.0,2025-08-28 20:00:00,984,27.43,51505.18,292.08,350.66,201.9,5.48,5.48,69.45,33.85,33586.53,Ροιτικά,Medium
7338,11311,11312.0,2025-08-28 21:00:00,984,27.47,51232.4,290.99,307.32,187.6,5.3,5.3,67.4,33.64,33408.65,Ροιτικά,Medium
7343,11320,11321.0,2025-08-28 22:00:00,984,27.47,51433.07,288.67,295.75,174.05,4.95,4.95,62.68,33.79,33539.51,Ροιτικά,Medium
7347,11329,11330.0,2025-08-28 23:00:00,984,27.25,50799.45,287.08,283.39,169.49,4.91,4.91,62.12,33.33,33126.32,Ροιτικά,Medium
7351,11338,11339.0,2025-08-29 00:00:00,984,26.97,51080.51,286.38,286.44,173.02,4.56,4.56,57.44,33.53,33309.6,Ροιτικά,Medium
7355,11345,11346.0,2025-08-29 01:00:00,984,26.79,50798.17,287.12,296.47,185.96,4.8,4.8,60.09,33.32,33125.49,Ροιτικά,Medium
7359,11353,11354.0,2025-08-29 02:00:00,984,26.79,50457.85,287.06,296.47,185.96,4.67,4.67,58.51,32.99,32825.23,Ροιτικά,Medium
7363,11360,11361.0,2025-08-29 03:00:00,984,26.79,50630.54,285.94,296.47,185.96,4.51,4.51,55.92,33.2,33016.18,Ροιτικά,Medium
7367,11367,11368.0,2025-08-29 04:00:00,984,26.79,50651.38,288.52,296.47,185.96,4.72,4.72,58.43,33.22,33029.76,Ροιτικά,Medium
7371,11374,11375.0,2025-08-29 05:00:00,984,26.01,50989.61,291.38,301.8,184.49,5.01,5.01,61.79,33.47,33250.32,Ροιτικά,Medium
7375,11381,11382.0,2025-08-29 06:00:00,984,26.07,49966.67,293.28,306.28,188.45,5.27,5.27,65.06,32.71,32583.27,Ροιτικά,Medium
7409,11471,11472.0,2025-08-29 17:00:00,984,28.14,49716.68,297.19,348.67,208.23,6.92,6.92,88.68,32.53,32420.25,Ροιτικά,Medium
7413,11480,11481.0,2025-08-29 18:00:00,984,28.0,49918.01,297.05,357.04,206.86,6.65,6.65,84.94,32.68,32551.54,Ροιτικά,Medium
7417,11489,11490.0,2025-08-29 19:00:00,984,27.87,50190.63,295.41,324.04,191.83,6.16,6.16,78.57,32.88,32729.31,Ροιτικά,Medium
7421,11498,11499.0,2025-08-29 20:00:00,984,27.87,50163.0,294.42,324.04,191.83,6.12,6.12,77.85,32.86,32711.29,Ροιτικά,Medium
7425,11507,11508.0,2025-08-29 21:00:00,984,27.87,51018.41,292.43,324.04,191.83,5.56,5.56,70.7,33.49,33269.11,Ροιτικά,Medium
7429,11516,11517.0,2025-08-29 22:00:00,984,27.87,50932.89,291.07,324.04,191.83,5.46,5.46,69.13,33.42,33213.34,Ροιτικά,Medium
7433,11525,11526.0,2025-08-29 23:00:00,984,27.87,50219.35,289.92,324.04,191.83,5.2,5.2,65.67,32.9,32748.04,Ροιτικά,Medium
7437,11534,11535.0,2025-08-30 00:00:00,984,27.87,51037.82,285.92,324.04,191.83,4.53,4.53,56.85,33.5,33281.76,Ροιτικά,Medium
7441,11543,11544.0,2025-08-30 01:00:00,984,27.87,50653.86,284.86,324.04,191.83,4.63,4.63,57.78,33.22,33031.38,Ροιτικά,Medium
7445,11552,11553.0,2025-08-30 02:00:00,984,27.87,51299.39,286.77,324.04,191.83,4.74,4.74,58.96,33.69,33452.34,Ροιτικά,Medium
7449,11561,11562.0,2025-08-30 03:00:00,984,26.35,50661.67,286.85,279.65,174.52,4.86,4.86,60.46,33.22,33036.48,Ροιτικά,Medium
7453,11570,11571.0,2025-08-30 04:00:00,984,26.35,51059.92,287.6,279.65,174.52,4.95,4.95,61.49,33.52,33296.18,Ροιτικά,Medium
7457,11579,11580.0,2025-08-30 05:00:00,984,26.35,50706.16,287.66,279.65,174.52,4.98,4.98,61.9,33.26,33065.49,Ροιτικά,Medium
7461,11588,11589.0,2025-08-30 06:00:00,984,26.35,51180.29,287.65,279.65,174.52,4.98,4.98,61.79,33.61,33374.66,Ροιτικά,Medium
7465,11597,11598.0,2025-08-30 07:00:00,984,26.21,50881.55,295.15,280.87,171.57,5.23,5.23,64.84,33.39,33179.86,Ροιτικά,Medium
7472,11615,11616.0,2025-08-30 09:00:00,984,26.4,50178.25,300.02,175.1,111.08,5.56,5.56,69.3,32.87,32721.24,Ροιτικά,Medium
7476,11624,11625.0,2025-08-30 10:00:00,984,26.4,51177.09,299.0,175.1,111.08,5.93,5.93,74.28,33.6,33372.58,Ροιτικά,Medium
7480,11633,11634.0,2025-08-30 11:00:00,984,26.4,50965.11,299.67,175.1,111.08,6.01,6.01,76.01,33.45,33234.35,Ροιτικά,Medium
7490,11660,11661.0,2025-08-30 14:00:00,984,26.4,49860.82,298.97,175.1,111.08,7.11,7.11,90.75,32.64,32514.24,Ροιτικά,Ok
7499,11687,11688.0,2025-08-30 17:00:00,984,27.91,49714.8,297.65,235.83,140.08,6.52,6.52,83.17,32.53,32419.03,Ροιτικά,Medium
7503,11696,11697.0,2025-08-30 18:00:00,984,27.72,50687.54,288.53,236.18,138.0,6.17,6.17,78.56,33.24,33053.34,Ροιτικά,Medium
7507,11705,11706.0,2025-08-30 19:00:00,984,27.6,50574.07,292.68,229.31,139.72,5.82,5.82,74.11,33.16,32979.35,Ροιτικά,Medium
7517,11732,11733.0,2025-08-30 22:00:00,984,27.29,50085.42,292.58,180.6,113.88,5.25,5.25,66.52,32.8,32660.71,Ροιτικά,Medium
7520,11741,11742.0,2025-08-30 23:00:00,984,27.21,50046.64,292.44,182.18,112.98,5.19,5.19,65.68,32.77,32635.42,Ροιτικά,Medium
7523,11750,11751.0,2025-08-31 00:00:00,984,27.21,50354.97,292.05,182.18,112.98,5.05,5.05,63.76,33.0,32836.48,Ροιτικά,Medium
7526,11759,11760.0,2025-08-31 01:00:00,984,26.9,50275.22,291.5,200.9,129.14,5.0,5.0,62.92,32.94,32784.47,Ροιτικά,Medium
7529,11768,11769.0,2025-08-31 02:00:00,984,26.9,51278.28,290.53,200.9,129.14,4.93,4.93,61.67,33.68,33438.57,Ροιτικά,Medium
7531,11777,11778.0,2025-08-31 03:00:00,984,26.9,50259.98,290.45,248.45,152.6,4.95,4.95,61.73,32.93,32774.53,Ροιτικά,Medium
7534,11786,11787.0,2025-08-31 04:00:00,984,26.46,50081.43,288.19,255.75,155.37,4.99,4.99,62.11,32.8,32658.1,Ροιτικά,Medium
7537,11795,11796.0,2025-08-31 05:00:00,984,26.46,49920.92,291.03,255.75,155.37,4.94,4.94,61.44,32.68,32553.43,Ροιτικά,Medium
7540,11804,11805.0,2025-08-31 06:00:00,984,26.35,50252.16,291.31,297.39,184.6,4.89,4.89,60.78,32.92,32769.43,Ροιτικά,Medium
7545,11822,11823.0,2025-08-31 08:00:00,984,26.29,50149.39,293.19,331.73,204.91,5.07,5.07,62.92,32.85,32702.42,Ροιτικά,Medium
7548,11831,11832.0,2025-08-31 09:00:00,984,26.25,49804.25,296.56,336.35,208.18,5.11,5.11,63.37,32.59,32477.36,Ροιτικά,Medium
7563,11894,11895.0,2025-08-31 16:00:00,984,27.73,49679.57,297.87,270.68,168.65,6.7,6.7,85.24,32.5,32396.05,Ροιτικά,Medium
7572,11930,11931.0,2025-08-31 20:00:00,984,26.72,51568.27,288.34,259.54,153.83,6.11,6.11,76.48,33.89,33627.67,Ροιτικά,Medium
7575,11939,11940.0,2025-08-31 21:00:00,984,26.6,50968.17,292.25,258.89,152.71,6.04,6.04,75.41,33.45,33236.35,Ροιτικά,Medium
7578,11948,11949.0,2025-08-31 22:00:00,984,26.55,50783.28,293.67,242.57,140.63,5.95,5.95,74.23,33.31,33115.78,Ροιτικά,Medium
7581,11957,11958.0,2025-08-31 23:00:00,984,26.48,52042.22,294.32,218.36,131.6,5.81,5.81,72.36,34.24,33936.73,Ροιτικά,Medium
7584,11966,11967.0,2025-09-01 00:00:00,984,26.35,51353.05,294.41,198.42,121.73,5.73,5.73,71.27,33.73,33487.33,Ροιτικά,Medium
7589,11984,11985.0,2025-09-01 02:00:00,984,26.22,49954.68,294.54,194.37,116.9,5.51,5.51,68.18,32.7,32575.45,Ροιτικά,Medium
7592,11993,11994.0,2025-09-01 03:00:00,984,26.16,49789.59,294.37,205.16,126.35,5.17,5.17,63.95,32.58,32467.79,Ροιτικά,Medium
7599,12020,12021.0,2025-09-01 06:00:00,984,25.88,49759.62,293.82,235.2,145.44,4.81,4.81,59.13,32.56,32448.25,Ροιτικά,Medium
7602,12029,12030.0,2025-09-01 07:00:00,984,25.89,49846.02,294.05,251.27,151.17,5.03,5.03,61.9,32.62,32504.59,Ροιτικά,Medium
7607,12047,12048.0,2025-09-01 09:00:00,984,25.93,49874.6,296.03,291.43,183.17,6.17,6.17,76.35,32.65,32523.23,Ροιτικά,Medium
7610,12056,12057.0,2025-09-01 10:00:00,984,25.93,49925.19,292.3,291.43,183.17,6.59,6.59,81.98,32.68,32556.22,Ροιτικά,Medium
7621,12101,12102.0,2025-09-01 15:00:00,984,27.85,49725.71,293.46,324.42,179.16,7.1,7.1,90.45,32.54,32426.13,Ροιτικά,Medium
7624,12110,12111.0,2025-09-01 16:00:00,984,27.78,49953.42,292.08,333.17,176.21,6.98,6.98,88.83,32.7,32574.63,Ροιτικά,Medium
7627,12119,12120.0,2025-09-01 17:00:00,984,27.72,50430.18,293.57,335.39,180.51,6.87,6.87,87.42,33.05,32885.52,Ροιτικά,Medium
7629,12128,12129.0,2025-09-01 18:00:00,984,27.44,50219.68,283.38,315.57,177.6,6.32,6.32,80.35,32.9,32748.26,Ροιτικά,Medium
7631,12137,12138.0,2025-09-01 19:00:00,984,27.02,50671.31,290.73,1089.79,266.8,6.13,6.13,77.42,33.23,33042.76,Ροιτικά,Danger
7634,12155,12156.0,2025-09-01 21:00:00,984,26.71,50565.01,286.67,2464.03,183.92,6.05,6.05,75.81,33.15,32973.44,Ροιτικά,Medium
7636,12164,12165.0,2025-09-01 22:00:00,984,26.64,50689.63,290.46,1701.27,175.55,6.02,6.02,75.34,33.24,33054.71,Ροιτικά,Medium
7640,12191,12192.0,2025-09-02 01:00:00,984,26.35,50671.83,292.01,1813.7,130.22,5.58,5.58,69.34,33.23,33043.1,Ροιτικά,Medium
7643,12209,12210.0,2025-09-02 03:00:00,984,26.14,50439.52,292.05,1798.22,142.01,5.23,5.23,64.78,33.06,32891.61,Ροιτικά,Medium
7645,12218,12219.0,2025-09-02 04:00:00,984,26.04,50443.93,291.82,1221.82,130.52,5.23,5.23,64.62,33.06,32894.49,Ροιτικά,Medium
7647,12227,12228.0,2025-09-02 05:00:00,984,25.97,50403.53,291.45,230.33,129.79,5.22,5.22,64.38,33.03,32868.14,Ροιτικά,Medium
7649,12236,12237.0,2025-09-02 06:00:00,984,25.88,50280.66,291.52,236.86,130.4,5.1,5.1,62.81,32.94,32788.02,Ροιτικά,Medium
7651,12245,12246.0,2025-09-02 07:00:00,984,25.75,50293.41,292.47,233.71,131.75,4.74,4.74,58.13,32.95,32796.34,Ροιτικά,Medium
7653,12254,12255.0,2025-09-02 08:00:00,984,25.69,50117.09,291.54,242.43,134.38,5.33,5.33,65.28,32.82,32681.36,Ροιτικά,Medium
7655,12263,12264.0,2025-09-02 09:00:00,984,25.96,49913.38,294.81,252.21,139.42,6.18,6.18,76.23,32.67,32548.52,Ροιτικά,Medium
7657,12272,12273.0,2025-09-02 10:00:00,984,26.35,50084.94,291.36,338.46,154.2,6.94,6.94,86.3,32.8,32660.39,Ροιτικά,Medium
7659,12281,12282.0,2025-09-02 11:00:00,984,26.81,50194.62,291.73,344.27,157.78,7.0,7.0,87.81,32.88,32731.91,Ροιτικά,Medium
7661,12290,12291.0,2025-09-02 12:00:00,984,27.35,49706.31,292.16,351.8,160.33,6.88,6.88,87.27,32.52,32413.48,Ροιτικά,Medium
7663,12299,12300.0,2025-09-02 13:00:00,984,27.66,49852.97,291.5,359.85,167.34,7.08,7.08,90.09,32.63,32509.12,Ροιτικά,Medium
7666,12317,12318.0,2025-09-02 15:00:00,984,28.01,49810.48,291.86,303.28,163.44,7.16,7.16,91.49,32.6,32481.41,Ροιτικά,Medium
7669,12326,12327.0,2025-09-02 16:00:00,984,27.93,49900.68,292.36,304.24,147.79,7.16,7.16,91.25,32.66,32540.23,Ροιτικά,Medium
7672,12335,12336.0,2025-09-02 17:00:00,984,27.91,49882.86,291.78,298.75,150.35,6.99,6.99,89.22,32.65,32528.62,Ροιτικά,Medium
7675,12344,12345.0,2025-09-02 18:00:00,984,27.73,50147.65,292.23,1755.04,182.3,6.69,6.69,85.17,32.85,32701.28,Ροιτικά,Medium
7688,12398,12399.0,2025-09-03 00:00:00,984,26.64,49906.92,291.47,625.89,65.72,5.51,5.51,68.93,32.67,32544.3,Ροιτικά,Ok
7691,12407,12408.0,2025-09-03 01:00:00,984,26.58,49963.66,291.52,585.03,64.73,5.43,5.43,67.85,32.71,32581.31,Ροιτικά,Ok
7694,12416,12417.0,2025-09-03 02:00:00,984,26.58,49890.03,290.73,271.45,62.82,5.24,5.24,65.33,32.57,32460.37,Ροιτικά,Ok
7697,12425,12426.0,2025-09-03 03:00:00,984,26.46,49970.8,290.23,133.4,86.81,5.06,5.06,63.03,32.72,32585.96,Ροιτικά,Ok
7700,12434,12435.0,2025-09-03 04:00:00,984,26.46,50136.42,290.6,133.4,86.81,5.06,5.06,62.69,32.84,32693.96,Ροιτικά,Ok
7703,12443,12444.0,2025-09-03 05:00:00,984,26.46,49936.8,290.58,133.4,86.81,4.95,4.95,61.25,32.69,32563.79,Ροιτικά,Ok
7706,12452,12453.0,2025-09-03 06:00:00,984,26.09,49914.21,290.38,455.79,66.71,5.01,5.01,61.88,32.67,32549.06,Ροιτικά,Ok
7709,12461,12462.0,2025-09-03 07:00:00,984,26.09,49974.07,292.53,455.79,66.71,5.07,5.07,62.75,32.72,32588.1,Ροιτικά,Ok
7712,12470,12471.0,2025-09-03 08:00:00,984,26.09,49969.54,292.84,455.79,66.71,5.44,5.44,67.45,32.72,32585.14,Ροιτικά,Ok
7715,12479,12480.0,2025-09-03 09:00:00,984,26.09,49836.99,297.63,455.79,66.71,6.29,6.29,78.26,32.62,32498.7,Ροιτικά,Ok
7718,12488,12489.0,2025-09-03 10:00:00,984,26.09,50963.51,293.35,455.79,66.71,6.57,6.57,82.16,33.45,33233.3,Ροιτικά,Ok
7721,12497,12498.0,2025-09-03 11:00:00,984,27.11,51095.28,292.47,1175.69,97.63,6.79,6.79,85.77,33.54,33319.23,Ροιτικά,Ok
7724,12506,12507.0,2025-09-03 12:00:00,984,27.11,50931.5,292.83,1175.69,97.63,6.88,6.88,87.33,33.42,33212.43,Ροιτικά,Ok
7727,12515,12516.0,2025-09-03 13:00:00,984,27.11,51082.55,292.84,1175.69,97.63,7.21,7.21,91.77,33.53,33310.93,Ροιτικά,Ok
7730,12524,12525.0,2025-09-03 14:00:00,984,27.98,51409.07,293.15,1175.69,107.94,7.11,7.11,90.91,33.78,33523.86,Ροιτικά,Ok
7733,12533,12534.0,2025-09-03 15:00:00,984,28.19,51200.46,293.08,446.54,105.51,7.0,7.0,89.61,33.62,33387.82,Ροιτικά,Ok
7736,12542,12543.0,2025-09-03 16:00:00,984,28.2,51117.81,292.57,256.24,155.61,6.37,6.37,81.86,33.56,33333.93,Ροιτικά,Medium
7739,12551,12552.0,2025-09-03 17:00:00,984,28.18,51454.73,291.34,1551.32,155.61,6.22,6.22,79.77,33.81,33553.63,Ροιτικά,Medium
7745,12644,12645.0,2025-09-04 13:00:00,984,27.48,50964.47,296.6,501.27,53.64,6.82,6.82,86.85,33.45,33233.93,Ροιτικά,Ok
7747,12652,12653.0,2025-09-04 14:00:00,984,27.89,50982.21,295.9,93.68,58.54,6.86,6.86,87.32,33.46,33245.5,Ροιτικά,Ok
7749,12658,12659.0,2025-09-04 15:00:00,984,27.86,50822.31,295.79,100.14,63.16,7.11,7.11,90.96,33.34,33141.23,Ροιτικά,Ok
7757,12704,12705.0,2025-09-08 12:00:00,984,26.49,50739.95,294.19,169.99,222.98,6.88,6.88,88.0,33.28,33087.52,Ροιτικά,Medium
7760,12712,12713.0,2025-09-08 13:00:00,984,26.49,50772.22,293.46,169.99,222.98,7.0,7.0,90.02,33.31,33108.57,Ροιτικά,Medium
7763,12720,12721.0,2025-09-08 14:00:00,984,26.49,51066.01,293.39,169.99,222.98,6.95,6.95,89.63,33.52,33300.15,Ροιτικά,Medium
7766,12728,12729.0,2025-09-08 15:00:00,984,26.49,50900.72,293.35,169.99,222.98,7.04,7.04,90.69,33.4,33192.36,Ροιτικά,Medium
7769,12736,12737.0,2025-09-08 16:00:00,984,26.49,50850.11,293.09,169.99,222.98,7.0,7.0,90.04,33.36,33159.36,Ροιτικά,Medium
7772,12744,12745.0,2025-09-08 17:00:00,984,26.49,50305.03,293.18,169.99,222.98,6.96,6.96,89.31,32.96,32803.91,Ροιτικά,Medium
7775,12752,12753.0,2025-09-08 18:00:00,984,26.49,50380.64,294.67,169.99,222.98,6.71,6.71,85.74,33.02,32853.22,Ροιτικά,Medium
7778,12760,12761.0,2025-09-08 19:00:00,984,26.49,49993.23,292.84,169.99,222.98,6.38,6.38,81.2,32.73,32600.58,Ροιτικά,Medium
7782,12768,12769.0,2025-09-08 20:00:00,984,26.49,50481.27,290.56,169.99,222.98,5.93,5.93,75.51,33.09,32918.84,Ροιτικά,Medium
7786,12776,12777.0,2025-09-08 21:00:00,984,26.49,50379.93,288.42,169.99,222.98,5.52,5.52,70.15,33.02,32852.76,Ροιτικά,Medium
7790,12784,12785.0,2025-09-08 22:00:00,984,24.8,50039.85,287.5,687.09,17.8,5.28,5.28,66.62,32.77,32630.99,Ροιτικά,Ok
7793,12792,12793.0,2025-09-08 23:00:00,984,24.23,50770.95,287.29,683.94,15.43,5.11,5.11,64.05,33.3,33107.74,Ροιτικά,Ok
7796,12800,12801.0,2025-09-09 00:00:00,984,24.23,50783.75,287.8,683.94,15.43,5.11,5.11,64.04,33.31,33116.09,Ροιτικά,Ok
7800,12808,12809.0,2025-09-09 01:00:00,984,24.23,50240.56,289.12,683.94,15.43,5.2,5.2,64.81,32.91,32761.87,Ροιτικά,Ok
7804,12816,12817.0,2025-09-09 02:00:00,984,24.23,50247.45,289.6,683.94,15.43,5.21,5.21,64.81,32.92,32766.37,Ροιτικά,Ok
7808,12824,12825.0,2025-09-09 03:00:00,984,24.23,50094.78,289.07,683.94,15.43,5.1,5.1,63.47,32.81,32666.8,Ροιτικά,Ok
7812,12832,12833.0,2025-09-09 04:00:00,984,24.23,50589.77,288.16,683.94,15.43,5.01,5.01,62.33,33.17,32989.59,Ροιτικά,Ok
7816,12840,12841.0,2025-09-09 05:00:00,984,24.23,50676.28,288.08,683.94,15.43,5.02,5.02,62.49,33.23,33046.0,Ροιτικά,Ok
