,Unnamed: 0,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location,Water_Quality_Label
7820,12848,12849.0,2025-09-09 06:00:00,984,24.23,50798.33,288.46,683.94,15.43,5.1,5.1,63.52,33.32,33125.59,Ροιτικά,Ok
7824,12856,12857.0,2025-09-09 07:00:00,984,24.23,50458.66,290.19,683.94,15.43,5.11,5.11,63.61,33.07,32904.09,Ροιτικά,Ok
7828,12864,12865.0,2025-09-09 08:00:00,984,24.23,51024.02,296.09,683.94,15.43,5.34,5.34,66.38,33.49,33272.77,Ροιτικά,Ok
7832,12872,12873.0,2025-09-09 09:00:00,984,24.23,50622.36,296.87,683.94,15.43,6.11,6.11,76.1,33.2,33010.84,Ροιτικά,Ok
7836,12880,12881.0,2025-09-09 10:00:00,984,24.23,50745.3,296.11,683.94,15.43,6.65,6.65,83.42,33.29,33091.02,Ροιτικά,Ok
7840,12888,12889.0,2025-09-09 11:00:00,984,24.23,50644.11,295.26,683.94,15.43,6.75,6.75,85.37,33.21,33025.03,Ροιτικά,Ok
7843,12896,12897.0,2025-09-09 12:00:00,984,24.23,50618.16,295.0,683.94,15.43,6.78,6.78,86.48,33.19,33008.11,Ροιτικά,Ok
7847,12904,12905.0,2025-09-09 13:00:00,984,24.23,50495.19,294.21,683.94,15.43,6.91,6.91,88.05,33.1,32927.91,Ροιτικά,Ok
7851,12912,12913.0,2025-09-09 14:00:00,984,24.23,50493.3,293.88,683.94,15.43,6.77,6.77,87.42,33.1,32926.68,Ροιτικά,Ok
7855,12920,12921.0,2025-09-09 15:00:00,984,24.23,50624.78,292.84,683.94,15.43,6.71,6.71,86.48,33.2,33012.42,Ροιτικά,Ok
7859,12928,12929.0,2025-09-09 16:00:00,984,24.23,50843.71,292.44,683.94,15.43,6.84,6.84,87.81,33.36,33155.18,Ροιτικά,Ok
7863,12936,12937.0,2025-09-09 17:00:00,984,24.23,50946.88,292.68,683.94,15.43,6.81,6.81,87.41,33.43,33222.46,Ροιτικά,Ok
7867,12944,12945.0,2025-09-09 18:00:00,984,24.23,50862.93,291.86,683.94,15.43,6.55,6.55,83.9,33.37,33167.71,Ροιτικά,Ok
7871,12952,12953.0,2025-09-09 19:00:00,984,24.23,51024.32,290.71,683.94,15.43,6.31,6.31,80.6,33.49,33272.96,Ροιτικά,Ok
7875,12960,12961.0,2025-09-09 20:00:00,984,24.23,51011.59,289.65,683.94,15.43,6.12,6.12,77.96,33.48,33264.66,Ροιτικά,Ok
7879,12968,12969.0,2025-09-09 21:00:00,984,24.23,50980.91,288.66,683.94,15.43,5.8,5.8,73.83,33.46,33244.65,Ροιτικά,Ok
7883,12976,12977.0,2025-09-09 22:00:00,984,24.23,50894.39,288.04,683.94,15.43,5.55,5.55,70.39,33.4,33188.23,Ροιτικά,Ok
7887,12984,12985.0,2025-09-09 23:00:00,984,24.23,50811.84,288.15,683.94,15.43,5.25,5.25,66.35,33.33,33134.4,Ροιτικά,Ok
7890,12992,12993.0,2025-09-10 00:00:00,984,24.23,51138.27,287.29,683.94,15.43,4.9,4.9,61.67,33.58,33347.27,Ροιτικά,Ok
7893,13000,13001.0,2025-09-10 01:00:00,984,24.23,50924.1,287.87,683.94,15.43,4.76,4.76,59.47,33.42,33207.61,Ροιτικά,Ok
7897,13008,13009.0,2025-09-10 02:00:00,984,24.23,50932.73,288.5,683.94,15.43,4.8,4.8,59.9,33.42,33213.24,Ροιτικά,Ok
7901,13016,13017.0,2025-09-10 03:00:00,984,24.23,50612.07,287.93,683.94,15.43,4.93,4.93,61.49,33.19,33004.13,Ροιτικά,Ok
7905,13024,13025.0,2025-09-10 04:00:00,984,24.23,50864.38,287.9,683.94,15.43,5.05,5.05,63.02,33.37,33168.66,Ροιτικά,Ok
7909,13032,13033.0,2025-09-10 05:00:00,984,24.23,50786.63,287.97,683.94,15.43,4.98,4.98,62.1,33.32,33117.96,Ροιτικά,Ok
7913,13040,13041.0,2025-09-10 06:00:00,984,24.23,50892.59,288.15,683.94,15.43,4.9,4.9,61.23,33.39,33187.06,Ροιτικά,Ok
7917,13048,13049.0,2025-09-10 07:00:00,984,24.23,50657.44,290.16,683.94,15.43,5.09,5.09,63.26,33.22,33033.72,Ροιτικά,Ok
7921,13056,13057.0,2025-09-10 08:00:00,984,24.23,50996.16,295.71,683.94,15.43,5.13,5.13,63.71,33.47,33254.6,Ροιτικά,Ok
7925,13064,13065.0,2025-09-10 09:00:00,984,24.23,50787.81,296.25,683.94,15.43,5.77,5.77,71.84,33.32,33118.73,Ροιτικά,Ok
7930,13074,13075.0,2025-09-15 10:00:00,984,25.79,52171.54,295.3,253.73,57.77,6.04,6.04,75.07,34.34,34021.07,Ροιτικά,Ok
7935,13082,13083.0,2025-09-15 11:00:00,984,25.79,52058.03,295.2,253.73,57.77,6.11,6.11,76.13,34.25,33947.04,Ροιτικά,Ok
7940,13090,13091.0,2025-09-15 12:00:00,984,27.26,52191.57,294.14,267.87,57.77,6.12,6.12,77.53,34.35,34034.13,Ροιτικά,Ok
7945,13098,13099.0,2025-09-15 13:00:00,984,27.64,51954.74,293.59,245.27,36.86,6.04,6.04,77.31,34.18,33879.69,Ροιτικά,Ok
7950,13106,13107.0,2025-09-15 14:00:00,984,27.93,51856.34,292.71,200.28,38.8,6.61,6.61,84.18,34.11,33815.52,Ροιτικά,Ok
7955,13114,13115.0,2025-09-15 15:00:00,984,27.93,52680.0,292.14,200.28,38.8,6.69,6.69,85.21,34.72,34352.63,Ροιτικά,Ok
7960,13122,13123.0,2025-09-15 16:00:00,984,27.93,51651.54,292.2,200.28,38.8,7.02,7.02,89.53,33.95,33681.97,Ροιτικά,Ok
7965,13130,13131.0,2025-09-15 17:00:00,984,27.93,51847.56,292.63,200.28,38.8,6.89,6.89,87.78,34.1,33809.8,Ροιτικά,Ok
7970,13138,13139.0,2025-09-15 18:00:00,984,27.93,51696.04,292.49,200.28,38.8,7.04,7.04,89.64,33.99,33710.99,Ροιτικά,Ok
7975,13146,13147.0,2025-09-15 19:00:00,984,27.93,51597.23,292.47,200.28,38.8,6.95,6.95,88.38,33.91,33646.55,Ροιτικά,Ok
7980,13154,13155.0,2025-09-15 20:00:00,984,27.93,51673.14,291.82,200.28,38.8,6.39,6.39,81.07,33.97,33696.05,Ροιτικά,Ok
7985,13162,13163.0,2025-09-15 21:00:00,984,27.93,52019.24,291.54,200.28,38.8,6.22,6.22,78.73,34.23,33921.75,Ροιτικά,Ok
7990,13170,13171.0,2025-09-15 22:00:00,984,27.93,51907.34,290.12,200.28,38.8,5.72,5.72,72.08,34.14,33848.77,Ροιτικά,Ok
7995,13178,13179.0,2025-09-15 23:00:00,984,27.93,52433.37,288.99,200.28,38.8,5.23,5.23,65.77,34.53,34191.8,Ροιτικά,Ok
8004,13194,13195.0,2025-09-16 01:00:00,984,27.93,52107.2,287.73,200.28,38.8,4.8,4.8,59.87,34.29,33979.11,Ροιτικά,Ok
8009,13202,13203.0,2025-09-16 02:00:00,984,27.93,51946.33,287.71,200.28,38.8,4.86,4.86,60.62,34.17,33874.2,Ροιτικά,Ok
8014,13210,13211.0,2025-09-16 03:00:00,984,27.93,52063.99,287.18,200.28,38.8,4.84,4.84,60.18,34.26,33950.93,Ροιτικά,Ok
8019,13218,13219.0,2025-09-16 04:00:00,984,27.93,51981.76,286.7,200.28,38.8,4.94,4.94,61.41,34.2,33897.3,Ροιτικά,Ok
8024,13226,13227.0,2025-09-16 05:00:00,984,27.93,51897.04,286.98,200.28,38.8,4.82,4.82,59.81,34.14,33842.06,Ροιτικά,Ok
8029,13234,13235.0,2025-09-16 06:00:00,984,27.93,52634.45,286.73,200.28,38.8,4.92,4.92,61.12,34.68,34322.93,Ροιτικά,Ok
8033,13242,13243.0,2025-09-16 07:00:00,984,27.93,51841.84,285.51,200.28,38.8,4.98,4.98,61.88,34.09,33806.06,Ροιτικά,Ok
8037,13250,13251.0,2025-09-16 08:00:00,984,27.93,51999.92,289.43,200.28,38.8,5.31,5.31,65.93,34.21,33909.15,Ροιτικά,Ok
8041,13258,13259.0,2025-09-16 09:00:00,984,27.93,52067.3,289.13,200.28,38.8,5.62,5.62,69.94,34.26,33953.09,Ροιτικά,Ok
8045,13266,13267.0,2025-09-16 10:00:00,984,27.93,52056.63,292.64,200.28,38.8,5.88,5.88,73.47,34.25,33946.13,Ροιτικά,Ok
8049,13274,13275.0,2025-09-16 11:00:00,984,27.93,52179.4,291.34,200.28,38.8,6.07,6.07,76.46,34.34,34026.19,Ροιτικά,Ok
8053,13282,13283.0,2025-09-16 12:00:00,984,27.93,52184.63,291.76,200.28,38.8,6.24,6.24,79.04,34.35,34029.59,Ροιτικά,Ok
8057,13290,13291.0,2025-09-16 13:00:00,984,27.93,52221.11,291.35,200.28,38.8,6.36,6.36,81.05,34.38,34053.39,Ροιτικά,Ok
8061,13298,13299.0,2025-09-16 14:00:00,984,27.93,52266.68,291.32,200.28,38.8,6.24,6.24,80.28,34.41,34083.11,Ροιτικά,Ok
8065,13306,13307.0,2025-09-16 15:00:00,984,27.93,52171.12,290.48,200.28,38.8,6.32,6.32,81.06,34.34,34020.79,Ροιτικά,Ok
8069,13314,13315.0,2025-09-16 16:00:00,984,27.93,52257.53,289.09,200.28,38.8,6.64,6.64,84.53,34.4,34077.14,Ροιτικά,Ok
8073,13322,13323.0,2025-09-16 17:00:00,984,27.93,52220.61,290.34,200.28,38.8,6.76,6.76,85.13,34.37,34053.06,Ροιτικά,Ok
8078,13330,13331.0,2025-09-16 18:00:00,984,27.93,52742.39,291.06,200.28,38.8,6.71,6.71,84.24,34.76,34393.31,Ροιτικά,Ok
8083,13338,13339.0,2025-09-16 19:00:00,984,27.93,52843.54,290.89,200.28,38.8,6.45,6.45,80.46,34.84,34459.27,Ροιτικά,Ok
8088,13346,13347.0,2025-09-16 20:00:00,984,27.93,52855.18,289.82,200.28,38.8,5.98,5.98,74.29,34.85,34466.86,Ροιτικά,Ok
8093,13354,13355.0,2025-09-16 21:00:00,984,27.93,53042.87,288.73,200.28,38.8,5.44,5.44,67.36,34.98,34589.26,Ροιτικά,Ok
8098,13362,13363.0,2025-09-16 22:00:00,984,27.93,53144.95,287.88,200.28,38.8,5.24,5.24,64.59,35.06,34655.82,Ροιτικά,Ok
8103,13370,13371.0,2025-09-16 23:00:00,984,27.93,52966.79,287.64,200.28,38.8,5.07,5.07,62.25,34.93,34539.64,Ροιτικά,Ok
8112,13386,13387.0,2025-09-17 01:00:00,984,27.93,52968.66,287.62,200.28,38.8,4.91,4.91,60.14,34.93,34540.86,Ροιτικά,Ok
8117,13394,13395.0,2025-09-17 02:00:00,984,27.93,52909.5,286.61,200.28,38.8,4.91,4.91,60.0,34.89,34502.29,Ροιτικά,Ok
8122,13401,13402.0,2025-09-17 03:00:00,984,27.93,52781.68,286.74,200.28,38.8,4.96,4.96,60.62,34.79,34418.93,Ροιτικά,Ok
8126,13408,13409.0,2025-09-17 04:00:00,984,27.93,52771.43,286.61,200.28,38.8,4.96,4.96,60.53,34.78,34412.25,Ροιτικά,Ok
8130,13415,13416.0,2025-09-17 05:00:00,984,27.93,52774.5,286.41,200.28,38.8,4.97,4.97,60.64,34.79,34414.25,Ροιτικά,Ok
8134,13422,13423.0,2025-09-17 06:00:00,984,27.93,52896.55,287.71,200.28,38.8,4.98,4.98,60.86,34.88,34493.84,Ροιτικά,Ok
8138,13429,13430.0,2025-09-17 07:00:00,984,27.93,52788.03,289.69,200.28,38.8,5.18,5.18,63.26,34.8,34423.08,Ροιτικά,Ok
8142,13436,13437.0,2025-09-17 08:00:00,984,27.93,52707.05,294.12,200.28,38.8,5.29,5.29,64.79,34.74,34370.27,Ροιτικά,Ok
8146,13443,13444.0,2025-09-17 09:00:00,984,27.93,52680.7,297.27,200.28,38.8,5.72,5.72,70.13,34.72,34353.09,Ροιτικά,Ok
8150,13450,13451.0,2025-09-17 10:00:00,984,27.93,52793.76,296.46,200.28,38.8,6.19,6.19,76.15,34.8,34426.81,Ροιτικά,Ok
8154,13457,13458.0,2025-09-17 11:00:00,984,27.93,52696.54,294.79,200.28,38.8,6.41,6.41,79.69,34.73,34363.41,Ροιτικά,Ok
8158,13464,13465.0,2025-09-17 12:00:00,984,27.93,52581.63,293.3,200.28,38.8,6.41,6.41,80.32,34.64,34288.48,Ροιτικά,Ok
8162,13471,13472.0,2025-09-17 13:00:00,984,27.93,52764.46,292.45,200.28,38.8,6.57,6.57,82.95,34.78,34407.7,Ροιτικά,Ok
8166,13478,13479.0,2025-09-17 14:00:00,984,27.93,52608.95,292.27,200.28,38.8,6.67,6.67,84.38,34.66,34306.29,Ροιτικά,Ok
8170,13485,13486.0,2025-09-17 15:00:00,984,27.93,52629.04,291.82,200.28,38.8,6.6,6.6,83.72,34.68,34319.4,Ροιτικά,Ok
8174,13492,13493.0,2025-09-17 16:00:00,984,27.93,52498.83,291.56,200.28,38.8,6.63,6.63,83.77,34.58,34234.49,Ροιτικά,Ok
8178,13500,13501.0,2025-09-17 17:00:00,984,27.93,52367.63,291.07,200.28,38.8,6.59,6.59,83.24,34.48,34148.93,Ροιτικά,Ok
8182,13508,13509.0,2025-09-17 18:00:00,984,27.93,52414.64,291.05,200.28,38.8,6.5,6.5,81.93,34.52,34179.59,Ροιτικά,Ok
8186,13516,13517.0,2025-09-17 19:00:00,984,27.93,52389.22,290.84,200.28,38.8,6.18,6.18,77.68,34.5,34163.01,Ροιτικά,Ok
8190,13524,13525.0,2025-09-17 20:00:00,984,27.93,53036.25,289.79,835.72,64.45,5.89,5.89,73.61,34.98,34584.94,Ροιτικά,Ok
8194,13532,13533.0,2025-09-17 21:00:00,984,26.41,53034.46,289.6,835.72,64.45,5.67,5.67,70.51,34.98,34583.77,Ροιτικά,Ok
8198,13540,13541.0,2025-09-17 22:00:00,984,26.41,53070.88,289.52,835.72,64.45,5.52,5.52,68.65,35.01,34607.52,Ροιτικά,Ok
8202,13548,13549.0,2025-09-17 23:00:00,984,26.41,53157.05,290.35,835.72,64.45,5.44,5.44,67.46,35.07,34663.71,Ροιτικά,Ok
8206,13556,13557.0,2025-09-18 00:00:00,984,26.41,52983.05,289.0,835.72,64.45,5.3,5.3,65.69,34.94,34550.25,Ροιτικά,Ok
8210,13564,13565.0,2025-09-18 01:00:00,984,26.41,53019.95,289.15,835.72,64.45,5.11,5.11,63.21,34.97,34574.31,Ροιτικά,Ok
8214,13572,13573.0,2025-09-18 02:00:00,984,26.41,53009.73,287.58,835.72,64.45,4.93,4.93,60.84,34.96,34567.65,Ροιτικά,Ok
8217,13580,13581.0,2025-09-18 03:00:00,984,25.93,53140.64,286.45,210.36,49.47,4.87,4.87,59.98,35.06,34653.02,Ροιτικά,Ok
8220,13587,13588.0,2025-09-18 04:00:00,984,25.93,53159.38,285.61,210.36,49.47,5.04,5.04,62.02,35.08,34665.23,Ροιτικά,Ok
8223,13594,13595.0,2025-09-18 05:00:00,984,25.93,53039.05,286.97,210.36,49.47,4.96,4.96,61.0,34.98,34586.77,Ροιτικά,Ok
8226,13601,13602.0,2025-09-18 06:00:00,984,25.78,53110.55,287.54,76.96,47.69,4.9,4.9,60.14,35.04,34633.39,Ροιτικά,Ok
8233,13622,13623.0,2025-09-18 09:00:00,984,25.36,53158.3,294.19,114.91,56.75,5.62,5.62,68.87,35.07,34664.53,Ροιτικά,Ok
8236,13629,13630.0,2025-09-18 10:00:00,984,25.16,53133.63,295.11,133.23,144.02,6.05,6.05,74.75,35.05,34648.45,Ροιτικά,Medium
8239,13637,13638.0,2025-09-18 11:00:00,984,25.16,53101.09,293.01,133.23,144.02,6.51,6.51,80.79,35.03,34627.23,Ροιτικά,Medium
8243,13645,13646.0,2025-09-18 12:00:00,984,25.16,53018.14,292.35,133.23,144.02,6.67,6.67,82.96,34.97,34573.13,Ροιτικά,Medium
8247,13653,13654.0,2025-09-18 13:00:00,984,25.16,52764.82,292.27,133.23,144.02,6.45,6.45,80.61,34.78,34407.94,Ροιτικά,Medium
8251,13661,13662.0,2025-09-18 14:00:00,984,26.84,52988.62,290.93,475.11,72.69,5.67,5.67,71.32,34.94,34553.88,Ροιτικά,Ok
8256,13669,13670.0,2025-09-18 15:00:00,984,27.03,53234.96,289.72,434.99,60.27,5.54,5.54,69.92,35.13,34714.52,Ροιτικά,Ok
8261,13677,13678.0,2025-09-18 16:00:00,984,27.03,52405.79,289.02,434.99,60.27,5.63,5.63,70.95,34.51,34173.82,Ροιτικά,Ok
8270,13693,13694.0,2025-09-18 18:00:00,984,26.43,52845.8,289.21,423.44,76.81,5.73,5.73,71.49,34.84,34460.75,Ροιτικά,Ok
8275,13702,13703.0,2025-09-18 19:00:00,984,26.26,52732.55,289.14,365.66,67.9,5.61,5.61,69.4,34.75,34386.9,Ροιτικά,Ok
8278,13711,13712.0,2025-09-18 20:00:00,984,25.27,52721.93,290.39,375.67,80.22,5.39,5.39,66.01,34.75,34379.97,Ροιτικά,Ok
8281,13720,13721.0,2025-09-18 21:00:00,984,24.35,52350.71,287.14,362.68,24.39,5.02,5.02,61.38,34.47,34137.9,Ροιτικά,Ok
8284,13729,13730.0,2025-09-18 22:00:00,984,24.35,52920.09,286.27,362.68,24.39,5.1,5.1,62.71,34.89,34509.19,Ροιτικά,Ok
8289,13738,13739.0,2025-09-18 23:00:00,984,22.78,52954.88,286.58,351.63,15.22,4.95,4.95,60.57,34.92,34531.88,Ροιτικά,Ok
8292,13747,13748.0,2025-09-19 00:00:00,984,24.25,53113.24,286.45,59.1,8.24,4.74,4.74,57.79,35.04,34635.14,Ροιτικά,Ok
8296,13756,13757.0,2025-09-19 01:00:00,984,25.13,53239.83,287.3,69.36,214.55,4.78,4.78,58.18,35.14,34717.7,Ροιτικά,Medium
8301,13765,13766.0,2025-09-19 02:00:00,984,25.13,53185.96,287.39,69.36,214.55,4.72,4.72,57.42,35.1,34682.57,Ροιτικά,Medium
8306,13774,13775.0,2025-09-19 03:00:00,984,25.09,53318.77,287.45,583.0,159.09,4.75,4.75,57.58,35.2,34769.17,Ροιτικά,Medium
8311,13783,13784.0,2025-09-19 04:00:00,984,25.09,53305.65,287.1,583.0,159.09,5.05,5.05,61.22,35.19,34760.61,Ροιτικά,Medium
8316,13792,13793.0,2025-09-19 05:00:00,984,25.09,53407.41,286.64,583.0,159.09,4.98,4.98,60.27,35.27,34826.97,Ροιτικά,Medium
8321,13801,13802.0,2025-09-19 06:00:00,984,24.7,53211.3,285.26,569.5,35.72,4.57,4.57,54.91,35.12,34699.09,Ροιτικά,Ok
8326,13810,13811.0,2025-09-19 07:00:00,984,24.7,53388.32,288.71,569.5,35.72,4.44,4.44,53.12,35.26,34814.53,Ροιτικά,Ok
8331,13819,13820.0,2025-09-19 08:00:00,984,24.7,53416.3,291.05,569.5,35.72,4.55,4.55,54.26,35.28,34832.77,Ροιτικά,Ok
8335,13828,13829.0,2025-09-19 09:00:00,984,21.81,53231.59,293.99,570.78,16.93,4.95,4.95,59.41,35.13,34712.32,Ροιτικά,Ok
8340,13837,13838.0,2025-09-19 10:00:00,984,19.96,53922.96,293.28,571.29,12.87,5.4,5.4,65.36,35.68,35163.17,Ροιτικά,Ok
8344,13846,13847.0,2025-09-19 11:00:00,984,21.67,53292.59,293.57,570.9,10.81,6.32,6.32,77.37,35.18,34752.1,Ροιτικά,Ok
8349,13855,13856.0,2025-09-19 12:00:00,984,23.13,53288.87,293.11,13.24,7.02,6.15,6.15,76.27,35.18,34749.68,Ροιτικά,Ok
8354,13864,13865.0,2025-09-19 13:00:00,984,24.84,52925.7,292.02,15.88,8.58,6.35,6.35,79.32,34.9,34512.85,Ροιτικά,Ok
8366,13891,13892.0,2025-09-19 16:00:00,984,26.92,53100.86,290.75,341.2,36.8,6.27,6.27,78.76,35.03,34627.07,Ροιτικά,Ok
8371,13900,13901.0,2025-09-19 17:00:00,984,26.92,53162.51,291.34,341.2,36.8,6.58,6.58,82.34,35.08,34667.27,Ροιτικά,Ok
8376,13909,13910.0,2025-09-19 18:00:00,984,26.92,53137.3,291.0,341.2,36.8,5.82,5.82,72.84,35.06,34650.84,Ροιτικά,Ok
8381,13918,13919.0,2025-09-19 19:00:00,984,26.92,53274.51,290.24,341.2,36.8,6.33,6.33,78.28,35.17,34740.31,Ροιτικά,Ok
8386,13927,13928.0,2025-09-19 20:00:00,984,26.92,53324.82,290.3,341.2,36.8,6.34,6.34,78.15,35.21,34773.12,Ροιτικά,Ok
8391,13936,13937.0,2025-09-19 21:00:00,984,26.92,52967.02,289.5,341.2,36.8,5.76,5.76,70.77,34.93,34539.79,Ροιτικά,Ok
8394,13945,13946.0,2025-09-19 22:00:00,984,26.92,53484.66,290.65,341.2,36.8,5.7,5.7,69.34,35.33,34877.35,Ροιτικά,Ok
8397,13954,13955.0,2025-09-19 23:00:00,984,26.92,52152.87,292.15,341.2,36.8,5.68,5.68,68.04,34.32,34008.89,Ροιτικά,Ok
8399,13963,13964.0,2025-09-20 00:00:00,984,26.92,53529.88,292.69,341.2,36.8,5.46,5.46,65.0,35.37,34906.84,Ροιτικά,Ok
8403,13972,13973.0,2025-09-20 01:00:00,984,23.13,53399.26,290.39,303.72,10.83,5.32,5.32,63.45,35.25,34812.38,Ροιτικά,Ok
8407,13981,13982.0,2025-09-20 02:00:00,984,23.13,53036.66,293.2,303.72,10.83,5.64,5.64,66.24,34.98,34585.21,Ροιτικά,Ok
8411,13990,13991.0,2025-09-20 03:00:00,984,23.13,53483.41,292.9,303.72,10.83,5.55,5.55,65.57,35.33,34876.54,Ροιτικά,Ok
8415,13999,14000.0,2025-09-20 04:00:00,984,23.13,53125.75,292.73,303.72,10.83,5.63,5.63,66.13,35.05,34643.3,Ροιτικά,Ok
8420,14008,14009.0,2025-09-20 05:00:00,984,23.13,53446.76,293.14,303.72,10.83,5.53,5.53,64.53,35.3,34852.63,Ροιτικά,Ok
8425,14017,14018.0,2025-09-20 06:00:00,984,23.13,53475.68,292.9,303.72,10.83,5.41,5.41,63.24,35.32,34871.49,Ροιτικά,Ok
8430,14026,14027.0,2025-09-20 07:00:00,984,23.13,53670.11,293.42,303.72,10.83,5.53,5.53,64.44,35.48,34998.28,Ροιτικά,Ok
8435,14035,14036.0,2025-09-20 08:00:00,984,23.13,53521.7,295.65,303.72,10.83,5.65,5.65,65.73,35.36,34901.5,Ροιτικά,Ok
8438,14044,14045.0,2025-09-20 09:00:00,984,23.13,53495.71,296.49,303.72,10.83,5.93,5.93,69.36,35.34,34884.55,Ροιτικά,Ok
8442,14053,14054.0,2025-09-20 10:00:00,984,23.13,53788.0,296.67,645.43,10.83,6.4,6.4,75.43,35.57,35075.16,Ροιτικά,Ok
8452,14080,14081.0,2025-09-20 13:00:00,984,22.5,53660.58,294.97,645.43,18.04,6.82,6.82,82.64,35.47,34992.07,Ροιτικά,Ok
8456,14089,14090.0,2025-09-20 14:00:00,984,24.15,53536.99,295.13,554.49,25.42,5.95,5.95,72.57,35.37,34911.47,Ροιτικά,Ok
8460,14098,14099.0,2025-09-20 15:00:00,984,25.23,53535.75,294.28,556.11,194.19,6.36,6.36,77.6,35.37,34910.66,Ροιτικά,Medium
8463,14107,14108.0,2025-09-20 16:00:00,984,25.23,53727.29,293.49,556.11,194.19,5.97,5.97,73.2,35.52,35035.57,Ροιτικά,Medium
8467,14116,14117.0,2025-09-20 17:00:00,984,25.23,54217.92,293.51,556.11,194.19,6.29,6.29,76.71,35.91,35355.51,Ροιτικά,Medium
8470,14125,14126.0,2025-09-20 18:00:00,984,25.23,53599.23,293.35,556.11,194.19,6.39,6.39,77.36,35.42,34952.06,Ροιτικά,Medium
8474,14134,14135.0,2025-09-20 19:00:00,984,25.23,53751.03,292.98,556.11,194.19,6.27,6.27,74.76,35.54,35051.05,Ροιτικά,Medium
8478,14143,14144.0,2025-09-20 20:00:00,984,25.23,53646.84,291.11,556.11,194.19,5.86,5.86,69.9,35.46,34983.11,Ροιτικά,Medium
8482,14152,14153.0,2025-09-20 21:00:00,984,25.23,53699.39,290.42,556.11,194.19,5.47,5.47,64.61,35.5,35017.38,Ροιτικά,Medium
8485,14161,14162.0,2025-09-20 22:00:00,984,25.23,53541.24,291.11,556.11,194.19,5.53,5.53,65.39,35.38,34914.24,Ροιτικά,Medium
8488,14170,14171.0,2025-09-20 23:00:00,984,25.23,53858.39,292.07,556.11,194.19,5.47,5.47,64.56,35.63,35121.05,Ροιτικά,Medium
8491,14179,14180.0,2025-09-21 00:00:00,984,25.23,53836.54,292.7,556.11,194.19,5.1,5.1,59.75,35.61,35106.81,Ροιτικά,Medium
8495,14188,14189.0,2025-09-21 01:00:00,984,25.23,53986.07,293.05,556.11,194.19,5.23,5.23,61.0,35.73,35204.32,Ροιτικά,Medium
8499,14197,14198.0,2025-09-21 02:00:00,984,25.23,53937.28,293.35,556.11,194.19,5.54,5.54,64.45,35.69,35172.5,Ροιτικά,Medium
8503,14206,14207.0,2025-09-21 03:00:00,984,25.23,53840.38,294.98,556.11,194.19,5.77,5.77,66.88,35.61,35109.31,Ροιτικά,Medium
8507,14215,14216.0,2025-09-21 04:00:00,984,25.23,53937.24,295.48,556.11,194.19,5.91,5.91,68.37,35.69,35172.48,Ροιτικά,Medium
8511,14224,14225.0,2025-09-21 05:00:00,984,25.23,53711.57,295.78,556.11,194.19,5.9,5.9,68.18,35.51,35025.31,Ροιτικά,Medium
8514,14233,14234.0,2025-09-21 06:00:00,984,25.23,53783.57,295.57,556.11,194.19,5.84,5.84,67.38,35.57,35072.27,Ροιτικά,Medium
8518,14242,14243.0,2025-09-21 07:00:00,984,25.23,53934.58,294.86,556.11,194.19,5.61,5.61,64.67,35.69,35170.74,Ροιτικά,Medium
8521,14251,14252.0,2025-09-21 08:00:00,984,25.23,53758.71,297.01,556.11,194.19,5.86,5.86,67.87,35.55,35056.05,Ροιτικά,Medium
8524,14260,14261.0,2025-09-21 09:00:00,984,25.23,53724.65,296.7,556.11,194.19,6.07,6.07,70.59,35.52,35033.84,Ροιτικά,Medium
8526,14269,14270.0,2025-09-21 10:00:00,984,25.23,49950.16,298.05,556.11,194.19,6.35,6.35,74.96,32.7,32572.5,Ροιτικά,Medium
8528,14278,14279.0,2025-09-21 11:00:00,984,25.23,54393.52,297.63,556.11,194.19,6.56,6.56,78.17,36.05,35470.02,Ροιτικά,Medium
8529,14287,14288.0,2025-09-21 12:00:00,984,25.23,54433.0,297.27,556.11,194.19,6.71,6.71,80.24,36.08,35495.76,Ροιτικά,Medium
8532,14296,14297.0,2025-09-21 13:00:00,984,25.23,54561.82,296.45,556.11,194.19,6.33,6.33,76.84,36.18,35579.77,Ροιτικά,Medium
8534,14305,14306.0,2025-09-21 14:00:00,984,25.23,54411.9,295.61,556.11,194.19,6.58,6.58,80.19,36.06,35482.0,Ροιτικά,Medium
8536,14314,14315.0,2025-09-21 15:00:00,984,25.23,54342.62,293.77,556.11,194.19,6.33,6.33,77.87,36.01,35436.82,Ροιτικά,Medium
8539,14323,14324.0,2025-09-21 16:00:00,984,25.23,54247.91,291.48,556.11,194.19,6.3,6.3,78.19,35.93,35375.06,Ροιτικά,Medium
8543,14332,14333.0,2025-09-21 17:00:00,984,25.23,54676.98,291.25,556.11,194.19,6.19,6.19,75.3,36.28,35654.86,Ροιτικά,Medium
8546,14341,14342.0,2025-09-21 18:00:00,984,25.23,54410.05,291.82,556.11,194.19,6.09,6.09,73.72,36.06,35480.79,Ροιτικά,Medium
