,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location
17175,17176.0,2025-10-12 19:00:00,980,22.57,65029.21,250.26,241.04,133.33,4.19,4.19,48.29,44.73,42405.55,Ρίο
17176,17177.0,2025-10-12 19:00:00,982,22.73,33705.53,346.92,537.79,142.13,5.16,5.16,59.74,21.12,21979.38,Δάφνες
17177,17178.0,2025-10-12 19:00:00,983,23.16,57828.8,88.93,315.57,177.28,10.37,10.37,121.28,38.8,37710.16,Πλάζ
17178,17179.0,2025-10-12 19:00:00,984,24.86,53160.96,295.32,810.61,120.89,6.56,6.56,77.43,35.08,34666.27,Ροιτικά
17181,17182.0,2025-10-12 20:00:00,978,22.34,56835.67,49.24,7.98,0.0,7.69,7.69,88.43,38.0,37062.54,Αραχωβίτικα
17182,17183.0,2025-10-12 20:00:00,979,22.18,58132.08,-83.3,185.98,120.97,5.25,5.25,60.08,39.05,37907.93,Άγιος Βασίλης
17183,17184.0,2025-10-12 20:00:00,980,22.64,65100.94,251.07,251.43,147.93,4.13,4.13,47.67,44.79,42452.32,Ρίο
17184,17185.0,2025-10-12 20:00:00,982,22.44,33863.07,348.52,387.41,143.89,4.89,4.89,56.24,21.23,22082.11,Δάφνες
17185,17186.0,2025-10-12 20:00:00,983,22.98,57853.5,78.65,326.59,183.98,9.49,9.49,110.63,38.82,37726.27,Πλάζ
17186,17187.0,2025-10-12 20:00:00,984,24.86,53213.07,295.52,810.61,120.89,6.45,6.45,75.9,35.12,34700.25,Ροιτικά
17189,17190.0,2025-10-12 21:00:00,978,22.27,56807.49,44.91,7.75,0.0,7.79,7.79,89.53,37.98,37044.17,Αραχωβίτικα
17190,17191.0,2025-10-12 21:00:00,979,22.06,58082.06,-84.63,197.03,121.79,5.07,5.07,57.89,39.0,37875.32,Άγιος Βασίλης
17191,17192.0,2025-10-12 21:00:00,980,22.64,64822.35,245.88,253.85,150.94,4.09,4.09,47.11,44.55,42270.66,Ρίο
17192,17193.0,2025-10-12 21:00:00,982,22.35,34042.93,349.61,321.17,147.39,4.81,4.81,55.23,21.35,22199.39,Δάφνες
17193,17194.0,2025-10-12 21:00:00,983,22.76,57604.18,51.03,340.56,191.72,8.71,8.71,100.99,38.62,37563.69,Πλάζ
17194,17195.0,2025-10-12 21:00:00,984,24.86,53415.75,295.54,810.61,120.89,6.27,6.27,73.3,35.28,34832.41,Ροιτικά
17197,17198.0,2025-10-12 22:00:00,978,22.24,56779.39,39.25,7.28,0.0,7.26,7.26,83.23,37.95,37025.84,Αραχωβίτικα
17198,17199.0,2025-10-12 22:00:00,979,22.01,58062.03,-83.74,198.42,122.38,5.11,5.11,58.23,38.99,37862.25,Άγιος Βασίλης
17199,17200.0,2025-10-12 22:00:00,980,22.49,64941.36,246.76,266.12,150.63,4.07,4.07,46.88,44.65,42348.27,Ρίο
17200,17201.0,2025-10-12 22:00:00,982,22.01,34039.24,350.56,252.45,150.41,4.64,4.64,52.92,21.35,22196.99,Δάφνες
17201,17202.0,2025-10-12 22:00:00,983,22.49,57537.56,21.77,357.41,201.02,7.94,7.94,91.59,38.56,37520.25,Πλάζ
17202,17203.0,2025-10-12 22:00:00,984,24.86,53415.27,295.3,810.61,120.89,5.99,5.99,69.94,35.28,34832.1,Ροιτικά
17205,17206.0,2025-10-12 23:00:00,978,22.19,56842.89,38.7,6.14,0.0,7.42,7.42,85.08,38.01,37067.25,Αραχωβίτικα
17206,17207.0,2025-10-12 23:00:00,979,21.8,57916.71,-80.15,202.17,122.78,5.18,5.18,58.67,38.87,37767.49,Άγιος Βασίλης
17207,17208.0,2025-10-12 23:00:00,980,22.49,64851.4,247.74,271.06,153.98,4.09,4.09,47.03,44.58,42289.6,Ρίο
17208,17209.0,2025-10-12 23:00:00,982,21.87,34022.73,350.92,259.3,154.23,4.66,4.66,52.87,21.34,22186.22,Δάφνες
17209,17210.0,2025-10-12 23:00:00,983,22.27,57437.69,24.0,367.27,205.92,7.38,7.38,84.72,38.48,37455.12,Πλάζ
17210,17211.0,2025-10-12 23:00:00,984,24.86,53415.14,295.26,810.61,120.89,5.87,5.87,67.82,35.28,34832.02,Ροιτικά
17213,17214.0,2025-10-13 00:00:00,978,22.04,56769.81,35.66,5.62,0.0,7.24,7.24,82.88,37.95,37019.6,Αραχωβίτικα
17214,17215.0,2025-10-13 00:00:00,979,21.65,57912.42,-79.66,201.31,121.8,5.18,5.18,58.67,38.87,37764.69,Άγιος Βασίλης
17215,17216.0,2025-10-13 00:00:00,980,22.34,64886.56,249.14,247.92,141.31,4.13,4.13,47.37,44.61,42312.53,Ρίο
17216,17217.0,2025-10-13 00:00:00,982,21.98,33855.57,349.44,262.48,155.87,4.88,4.88,55.5,21.22,22077.22,Δάφνες
17217,17218.0,2025-10-13 00:00:00,983,22.04,57637.9,67.52,378.31,211.7,7.03,7.03,80.29,38.65,37585.68,Πλάζ
17218,17219.0,2025-10-13 00:00:00,984,24.86,53379.28,295.34,810.61,120.89,5.68,5.68,65.64,35.25,34808.63,Ροιτικά
17221,17222.0,2025-10-13 01:00:00,978,22.04,56907.59,29.94,5.66,0.0,7.18,7.18,81.77,38.06,37109.44,Αραχωβίτικα
17222,17223.0,2025-10-13 01:00:00,979,21.66,57959.82,-78.69,201.76,119.98,5.24,5.24,59.15,38.91,37795.6,Άγιος Βασίλης
17223,17224.0,2025-10-13 01:00:00,980,22.29,64821.75,250.47,236.57,138.71,4.07,4.07,46.69,44.55,42270.27,Ρίο
17224,17225.0,2025-10-13 01:00:00,982,21.8,33922.44,350.18,266.07,157.65,4.83,4.83,54.68,21.27,22120.82,Δάφνες
17225,17226.0,2025-10-13 01:00:00,983,22.0,57692.05,66.82,385.09,215.47,6.74,6.74,76.81,38.69,37620.99,Πλάζ
17226,17227.0,2025-10-13 01:00:00,984,24.86,53290.16,295.9,810.61,120.89,5.72,5.72,65.4,35.18,34750.52,Ροιτικά
17229,17230.0,2025-10-13 02:00:00,978,22.1,56771.01,25.97,5.5,0.0,7.21,7.21,82.58,37.95,37020.38,Αραχωβίτικα
17230,17231.0,2025-10-13 02:00:00,979,21.69,57892.36,-78.24,201.13,119.51,5.27,5.27,59.55,38.85,37751.61,Άγιος Βασίλης
17231,17232.0,2025-10-13 02:00:00,980,22.32,64908.4,250.83,251.13,147.53,4.12,4.12,47.25,44.63,42326.77,Ρίο
17232,17233.0,2025-10-13 02:00:00,982,21.76,33875.63,350.31,263.54,156.29,4.9,4.9,55.56,21.23,22090.3,Δάφνες
17233,17234.0,2025-10-13 02:00:00,983,21.91,57741.8,84.69,387.01,216.53,6.53,6.53,74.35,38.73,37653.43,Πλάζ
17234,17235.0,2025-10-13 02:00:00,984,24.86,53653.67,296.39,810.61,120.89,5.7,5.7,65.11,35.46,34987.56,Ροιτικά
17237,17238.0,2025-10-13 03:00:00,978,21.81,56652.76,22.83,5.75,0.0,7.18,7.18,81.82,37.85,36943.27,Αραχωβίτικα
17238,17239.0,2025-10-13 03:00:00,979,21.47,57803.17,-76.85,193.94,118.93,5.28,5.28,59.4,38.78,37693.45,Άγιος Βασίλης
17239,17240.0,2025-10-13 03:00:00,980,22.29,64997.56,252.74,271.72,163.25,4.12,4.12,47.25,44.7,42384.91,Ρίο
17240,17241.0,2025-10-13 03:00:00,982,21.79,33842.47,351.15,262.36,155.78,4.88,4.88,55.37,21.21,22068.68,Δάφνες
17241,17242.0,2025-10-13 03:00:00,983,21.98,57508.02,73.54,389.43,218.0,6.44,6.44,73.43,38.54,37500.98,Πλάζ
17242,17243.0,2025-10-13 03:00:00,984,24.86,53494.41,296.96,810.61,120.89,5.77,5.77,65.54,35.34,34883.7,Ροιτικά
17245,17246.0,2025-10-13 04:00:00,978,21.73,56592.55,19.35,6.29,0.0,7.13,7.13,80.86,37.8,36904.0,Αραχωβίτικα
17246,17247.0,2025-10-13 04:00:00,979,21.54,57887.81,-77.29,196.43,120.71,5.3,5.3,59.62,38.85,37748.64,Άγιος Βασίλης
17247,17248.0,2025-10-13 04:00:00,980,22.04,65092.27,253.55,305.75,181.57,4.04,4.04,45.97,44.78,42446.67,Ρίο
17248,17249.0,2025-10-13 04:00:00,982,21.7,33861.13,350.23,257.11,153.15,4.85,4.85,54.75,21.22,22080.84,Δάφνες
17249,17250.0,2025-10-13 04:00:00,983,21.93,57303.29,71.78,387.46,216.7,6.51,6.51,73.97,38.38,37367.47,Πλάζ
17250,17251.0,2025-10-13 04:00:00,984,24.86,53534.49,297.0,810.61,120.89,5.76,5.76,65.62,35.37,34909.84,Ροιτικά
17253,17254.0,2025-10-13 05:00:00,978,21.81,56702.88,15.77,6.54,0.0,7.09,7.09,80.66,37.89,36975.95,Αραχωβίτικα
17254,17255.0,2025-10-13 05:00:00,979,21.51,57913.55,-78.48,202.72,119.14,5.23,5.23,59.01,38.87,37765.43,Άγιος Βασίλης
17255,17256.0,2025-10-13 05:00:00,980,22.03,64910.08,254.44,329.14,192.82,4.04,4.04,46.06,44.63,42327.87,Ρίο
17256,17257.0,2025-10-13 05:00:00,982,21.79,33909.91,350.16,258.99,154.16,4.93,4.93,55.88,21.26,22112.66,Δάφνες
17257,17258.0,2025-10-13 05:00:00,983,21.68,57847.77,55.31,388.78,217.0,6.52,6.52,73.83,38.82,37722.54,Πλάζ
17258,17259.0,2025-10-13 05:00:00,984,21.98,53565.24,296.79,155.14,98.61,5.83,5.83,66.62,35.4,34929.89,Ροιτικά
17261,17262.0,2025-10-13 06:00:00,978,21.55,56530.04,14.81,6.98,0.0,7.04,7.04,79.57,37.75,36863.24,Αραχωβίτικα
17262,17263.0,2025-10-13 06:00:00,979,21.36,57806.18,-77.58,196.19,117.47,5.21,5.21,58.58,38.78,37695.41,Άγιος Βασίλης
17263,17264.0,2025-10-13 06:00:00,980,22.08,64966.07,254.92,340.63,198.88,4.05,4.05,46.19,44.67,42364.38,Ρίο
17264,17265.0,2025-10-13 06:00:00,982,21.79,33186.27,350.03,258.25,153.72,4.88,4.88,55.41,20.76,21640.77,Δάφνες
17265,17266.0,2025-10-13 06:00:00,983,21.72,57593.57,30.09,395.39,220.46,6.47,6.47,72.89,38.61,37556.77,Πλάζ
17266,17267.0,2025-10-13 06:00:00,984,22.1,53332.13,296.71,155.14,98.61,5.91,5.91,67.49,35.21,34777.88,Ροιτικά
17273,17274.0,2025-10-13 07:00:00,983,21.78,57628.55,32.97,403.2,224.84,6.42,6.42,72.74,38.64,37579.58,Πλάζ
17278,17279.0,2025-10-13 08:00:00,979,21.3,57679.21,-71.08,204.85,121.91,5.32,5.32,59.56,38.68,37612.62,Άγιος Βασίλης
17279,17280.0,2025-10-13 08:00:00,980,21.83,65106.48,256.11,309.45,182.9,4.13,4.13,46.91,44.79,42455.93,Ρίο
17286,17287.0,2025-10-13 09:00:00,979,21.58,57753.12,-69.96,209.67,123.12,5.58,5.58,62.69,38.74,37660.81,Άγιος Βασίλης
17289,17290.0,2025-10-13 09:00:00,983,21.28,57872.3,162.25,412.22,229.73,6.68,6.68,75.38,38.84,37738.53,Πλάζ
17292,17293.0,2025-10-13 10:00:00,978,21.49,56673.82,44.64,7.58,0.0,8.01,8.01,90.85,37.87,36957.0,Αραχωβίτικα
17295,17296.0,2025-10-13 10:00:00,982,21.9,33164.02,342.02,271.82,160.91,5.72,5.72,64.88,20.74,21626.26,Δάφνες
17296,17297.0,2025-10-13 10:00:00,983,21.61,58042.12,183.7,416.06,231.88,7.06,7.06,79.84,38.97,37849.27,Πλάζ
17300,17301.0,2025-10-13 11:00:00,980,22.08,64808.46,256.39,242.47,144.35,4.52,4.52,51.58,44.54,42261.6,Ρίο
17303,17304.0,2025-10-13 11:00:00,984,22.1,50473.64,296.35,154.52,97.61,6.25,6.25,72.61,33.09,32913.86,Ροιτικά
17304,17305.0,2025-10-13 12:00:00,978,22.01,56613.21,56.13,7.34,0.0,8.14,8.14,92.97,37.82,36917.47,Αραχωβίτικα
17305,17306.0,2025-10-13 12:00:00,979,22.06,57863.52,-69.97,188.94,112.89,5.81,5.81,66.43,38.83,37732.8,Άγιος Βασίλης
17313,17314.0,2025-10-13 13:00:00,982,22.86,32917.34,339.84,252.8,150.32,5.88,5.88,68.09,20.57,21465.4,Δάφνες
17315,17316.0,2025-10-13 13:00:00,984,22.1,52107.32,295.48,154.52,97.61,6.46,6.46,75.89,34.29,33979.19,Ροιτικά
17316,17317.0,2025-10-13 14:00:00,978,21.93,56437.95,38.79,7.5,0.0,8.21,8.21,93.53,37.68,36803.19,Αραχωβίτικα
17319,17320.0,2025-10-13 14:00:00,982,22.87,32845.36,338.74,244.47,145.76,5.86,5.86,68.09,20.52,21418.46,Δάφνες
17321,17322.0,2025-10-13 14:00:00,984,22.1,51215.39,294.99,154.52,97.61,6.46,6.46,76.2,33.63,33397.56,Ροιτικά
17327,17328.0,2025-10-13 16:00:00,978,22.01,56449.19,31.6,8.06,0.0,8.17,8.17,93.37,37.69,36810.52,Αραχωβίτικα
17332,17333.0,2025-10-13 17:00:00,979,22.22,58019.64,-72.05,236.06,135.73,5.54,5.54,63.48,38.95,37834.61,Άγιος Βασίλης
17335,17336.0,2025-10-13 18:00:00,978,22.16,56783.76,17.6,7.69,0.0,7.99,7.99,91.52,37.96,37028.69,Αραχωβίτικα
17336,17337.0,2025-10-13 18:00:00,979,22.17,58104.02,-73.87,253.88,144.64,5.38,5.38,61.58,39.02,37889.63,Άγιος Βασίλης
17340,17341.0,2025-10-13 19:00:00,979,22.12,58100.63,-85.13,278.13,160.08,5.29,5.29,60.49,39.02,37887.42,Άγιος Βασίλης
17344,17345.0,2025-10-13 20:00:00,979,22.13,58011.82,-85.62,295.31,170.57,5.16,5.16,59.03,38.95,37829.51,Άγιος Βασίλης
17348,17349.0,2025-10-13 21:00:00,979,22.13,58138.77,-90.34,292.01,169.93,5.22,5.22,59.76,39.05,37912.29,Άγιος Βασίλης
17351,17352.0,2025-10-13 22:00:00,978,22.04,56739.52,-3.33,8.53,0.0,7.25,7.25,82.94,37.92,36999.84,Αραχωβίτικα
17361,17362.0,2025-10-14 01:00:00,983,21.94,57256.62,62.55,413.23,230.5,6.76,6.76,76.96,38.34,37337.04,Πλάζ
17363,17364.0,2025-10-14 02:00:00,983,21.82,56700.07,29.98,388.6,217.27,6.68,6.68,75.78,37.89,36974.12,Πλάζ
17364,17365.0,2025-10-14 03:00:00,980,22.0,65051.42,262.1,363.74,209.13,4.12,4.12,46.99,44.75,42420.03,Ρίο
17370,17371.0,2025-10-14 06:00:00,980,21.76,65088.66,263.99,389.67,222.02,4.06,4.06,46.0,44.78,42444.32,Ρίο
17373,17374.0,2025-10-14 07:00:00,983,21.67,58504.2,103.66,316.57,179.11,6.43,6.43,72.78,39.35,38150.59,Πλάζ
17380,17381.0,2025-10-14 10:00:00,980,21.82,65281.57,264.17,450.74,356.47,4.41,4.41,49.98,44.94,42570.12,Ρίο
17385,17386.0,2025-10-14 11:00:00,978,21.63,56626.3,87.35,7.79,0.0,7.76,7.76,88.08,37.83,36926.01,Αραχωβίτικα
17387,17388.0,2025-10-14 11:00:00,982,22.15,32747.32,346.47,278.16,165.2,5.73,5.73,65.52,20.45,21354.53,Δάφνες
17395,17396.0,2025-10-14 12:00:00,983,22.16,58349.87,188.86,335.37,184.07,7.82,7.82,89.57,39.22,38049.95,Πλάζ
17397,17398.0,2025-10-14 13:00:00,978,21.81,56520.1,94.34,8.59,0.0,8.13,8.13,92.41,37.75,36856.76,Αραχωβίτικα
17399,17400.0,2025-10-14 13:00:00,980,22.28,64989.06,259.05,439.78,289.03,4.51,4.51,51.78,44.69,42379.37,Ρίο
17401,17402.0,2025-10-14 13:00:00,983,22.3,58360.63,191.62,336.57,184.2,8.49,8.49,97.89,39.23,38056.96,Πλάζ
17404,17405.0,2025-10-14 14:00:00,978,21.74,56225.72,87.52,8.61,0.0,8.18,8.18,92.82,37.51,36664.8,Αραχωβίτικα
17405,17406.0,2025-10-14 14:00:00,979,22.34,57930.91,-74.7,256.59,161.59,6.08,6.08,69.72,38.88,37776.75,Άγιος Βασίλης
17407,17408.0,2025-10-14 14:00:00,982,23.27,33869.75,340.73,280.93,165.43,5.95,5.95,69.92,21.23,22086.46,Δάφνες
17408,17409.0,2025-10-14 14:00:00,983,22.98,58175.14,192.39,337.61,185.9,9.33,9.33,108.86,39.08,37936.01,Πλάζ
17409,17410.0,2025-10-14 14:00:00,984,22.33,49920.64,295.39,186.55,120.48,6.67,6.67,78.74,32.68,32553.25,Ροιτικά
17415,17416.0,2025-10-14 15:00:00,983,23.22,58135.53,193.04,336.39,185.74,10.29,10.29,120.62,39.05,37910.18,Πλάζ
17416,17417.0,2025-10-14 15:00:00,984,23.84,50321.3,295.53,186.18,115.03,6.83,6.83,81.06,32.97,32814.52,Ροιτικά
17419,17420.0,2025-10-14 16:00:00,978,22.05,56485.46,84.04,9.2,0.0,8.15,8.15,93.28,37.72,36834.17,Αραχωβίτικα
17427,17428.0,2025-10-14 17:00:00,978,22.11,56357.06,75.95,9.54,0.05,8.12,8.12,92.77,37.62,36750.44,Αραχωβίτικα
17430,17431.0,2025-10-14 17:00:00,982,22.98,34145.0,342.98,273.94,160.81,5.79,5.79,67.48,21.42,22265.96,Δάφνες
17435,17436.0,2025-10-14 18:00:00,979,22.08,58094.45,-81.98,283.13,172.87,5.55,5.55,63.46,39.01,37883.39,Άγιος Βασίλης
17448,17449.0,2025-10-14 20:00:00,982,22.29,34059.49,349.91,271.59,159.8,5.0,5.0,57.43,21.36,22210.19,Δάφνες
17453,17454.0,2025-10-14 21:00:00,982,22.23,33908.07,349.65,272.88,161.3,4.86,4.86,55.65,21.26,22111.45,Δάφνες
17459,17460.0,2025-10-14 22:00:00,984,22.64,53463.96,295.95,198.45,125.33,5.95,5.95,68.89,35.32,34863.85,Ροιτικά
17462,17463.0,2025-10-14 23:00:00,979,21.44,57916.18,-78.48,287.05,176.93,5.11,5.11,57.49,38.87,37767.14,Άγιος Βασίλης
17465,17466.0,2025-10-15 00:00:00,978,21.93,56778.35,40.9,12.46,1.4,7.67,7.67,87.46,37.95,37025.16,Αραχωβίτικα
17466,17467.0,2025-10-15 00:00:00,979,21.44,57878.77,-79.27,285.01,170.83,5.07,5.07,57.02,38.84,37742.75,Άγιος Βασίλης
17474,17475.0,2025-10-15 03:00:00,978,21.86,56808.55,36.54,16.41,4.03,7.2,7.2,81.99,37.98,37044.86,Αραχωβίτικα
17479,17480.0,2025-10-15 05:00:00,979,21.78,57762.06,-77.95,267.91,154.51,5.28,5.28,59.98,38.75,37666.64,Άγιος Βασίλης
17481,17482.0,2025-10-15 06:00:00,979,21.47,57920.45,-75.8,266.82,157.13,5.28,5.28,59.54,38.87,37769.93,Άγιος Βασίλης
17482,17483.0,2025-10-15 07:00:00,978,21.67,56890.96,30.87,16.9,3.91,7.13,7.13,81.08,38.04,37098.6,Αραχωβίτικα
17485,17486.0,2025-10-15 08:00:00,979,21.29,57948.2,-74.02,252.54,151.48,5.32,5.32,59.9,38.9,37788.02,Άγιος Βασίλης
17487,17488.0,2025-10-15 10:00:00,979,21.73,57844.08,-71.49,247.01,149.41,5.77,5.77,65.39,38.81,37720.13,Άγιος Βασίλης
17488,17489.0,2025-10-15 11:00:00,979,21.96,57894.69,-70.04,247.32,149.36,5.82,5.82,66.28,38.85,37753.13,Άγιος Βασίλης
17489,17490.0,2025-10-15 12:00:00,979,22.19,57839.86,-70.65,248.76,150.96,5.83,5.83,66.83,38.81,37717.38,Άγιος Βασίλης
17490,17491.0,2025-10-15 13:00:00,979,22.29,58029.94,-70.3,247.55,149.99,5.91,5.91,67.83,38.96,37841.33,Άγιος Βασίλης
17491,17492.0,2025-10-15 14:00:00,979,22.33,58092.95,-70.52,291.46,151.26,5.94,5.94,68.22,39.01,37882.42,Άγιος Βασίλης
17492,17493.0,2025-10-15 15:00:00,979,22.27,58115.09,-70.88,288.23,150.25,5.84,5.84,67.03,39.03,37896.85,Άγιος Βασίλης
17493,17494.0,2025-10-15 16:00:00,979,22.39,58129.21,-69.57,280.73,148.15,5.99,5.99,68.89,39.04,37906.06,Άγιος Βασίλης
17494,17495.0,2025-10-15 17:00:00,979,22.26,58102.88,-68.62,275.91,143.07,5.73,5.73,65.71,39.02,37888.89,Άγιος Βασίλης
17496,17497.0,2025-10-15 19:00:00,979,22.0,58251.55,-77.67,224.21,137.23,5.29,5.29,60.35,39.14,37985.84,Άγιος Βασίλης
17500,17501.0,2025-10-23 11:00:00,978,20.81,56610.52,44.31,6.6,0.0,8.07,8.07,89.86,37.82,36915.72,Αραχωβίτικα
17501,17502.0,2025-10-23 11:00:00,979,20.98,57874.0,21.47,557.64,327.74,5.84,5.84,65.11,38.84,37739.64,Άγιος Βασίλης
