,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location
226,227.0,2025-07-04 15:00:00,984,24.88,52905.37,298.77,47.91,29.93,7.59,7.59,91.19,34.88,34499.59,Ροιτικά
227,228.0,2025-07-04 16:00:00,976,24.82,56338.42,-166.46,180.72,133.26,8.08,8.08,96.99,37.6,36738.29,Ακταίο
228,229.0,2025-07-04 16:00:00,977,25.93,55725.08,-162.4,259.94,157.61,7.62,7.62,94.04,37.11,36338.32,Ψαθόπυργος
229,230.0,2025-07-04 16:00:00,978,23.73,56469.86,-47.78,52.77,30.44,9.23,9.23,109.08,37.71,36824.0,Αραχωβίτικα
230,231.0,2025-07-04 16:00:00,979,25.03,58543.24,273.66,723.0,419.52,8.64,8.64,104.39,39.38,38176.05,Άγιος Βασίλης
231,232.0,2025-07-04 16:00:00,980,23.24,62016.52,103.24,158.42,100.26,5.06,5.06,59.26,42.22,40440.98,Ρίο
232,233.0,2025-07-04 16:00:00,981,22.28,61582.39,304.29,2.55,0.12,5.64,5.64,64.71,41.86,40157.88,Καστελλόκαμπος
234,235.0,2025-07-04 16:00:00,983,24.32,32961.28,282.68,21.02,11.06,10.62,10.62,126.44,20.6,21494.05,Πλάζ
235,236.0,2025-07-04 16:00:00,984,25.25,52857.09,298.57,47.83,32.95,7.53,7.53,91.16,34.85,34468.11,Ροιτικά
236,237.0,2025-07-04 17:00:00,976,25.02,56716.45,-166.44,2297.38,61.66,8.01,8.01,96.49,37.9,36984.8,Ακταίο
237,238.0,2025-07-04 17:00:00,977,25.8,55565.18,-164.78,275.86,138.87,7.41,7.41,91.31,36.98,36234.05,Ψαθόπυργος
238,239.0,2025-07-04 17:00:00,978,23.73,56500.39,-45.12,53.81,31.03,9.17,9.17,108.49,37.73,36843.91,Αραχωβίτικα
239,240.0,2025-07-04 17:00:00,979,25.0,58778.29,272.25,714.94,417.63,8.26,8.26,99.85,39.57,38329.32,Άγιος Βασίλης
240,241.0,2025-07-04 17:00:00,980,23.01,61961.67,101.28,163.4,100.07,4.88,4.88,56.83,42.18,40405.21,Ρίο
241,242.0,2025-07-04 17:00:00,981,22.5,61401.17,301.26,6.97,1.11,5.62,5.62,64.49,41.71,40039.7,Καστελλόκαμπος
243,244.0,2025-07-04 17:00:00,983,23.87,31846.14,282.68,19.5,10.45,10.89,10.89,128.31,19.84,20766.87,Πλάζ
244,245.0,2025-07-04 17:00:00,984,25.3,52815.86,300.15,48.76,31.35,7.69,7.69,93.29,34.82,34441.22,Ροιτικά
245,246.0,2025-07-04 18:00:00,976,24.76,56863.98,-168.76,2047.58,203.63,8.09,8.09,97.16,38.02,37081.0,Ακταίο
246,247.0,2025-07-04 18:00:00,977,25.73,55513.23,-165.85,306.88,183.49,7.23,7.23,88.88,36.94,36200.18,Ψαθόπυργος
247,248.0,2025-07-04 18:00:00,978,23.76,56452.52,-47.5,54.65,31.46,8.97,8.97,105.74,37.69,36812.69,Αραχωβίτικα
248,249.0,2025-07-04 18:00:00,979,24.92,57989.82,271.13,703.47,415.13,7.78,7.78,94.0,38.93,37815.16,Άγιος Βασίλης
249,250.0,2025-07-04 18:00:00,980,22.91,61993.53,101.1,168.06,108.0,4.8,4.8,55.83,42.2,40425.98,Ρίο
250,251.0,2025-07-04 18:00:00,981,22.31,61444.7,302.15,4.35,1.35,5.69,5.69,65.28,41.75,40068.09,Καστελλόκαμπος
252,253.0,2025-07-04 18:00:00,983,23.8,31157.55,287.34,24.88,12.81,10.69,10.69,126.49,19.36,20317.84,Πλάζ
253,254.0,2025-07-04 18:00:00,984,25.06,52823.68,300.91,45.39,23.85,7.97,7.97,96.1,34.82,34446.32,Ροιτικά
254,255.0,2025-07-04 19:00:00,976,24.82,56804.99,-170.46,197.65,191.57,7.92,7.92,95.49,37.98,37042.54,Ακταίο
255,256.0,2025-07-04 19:00:00,977,25.67,55590.89,-166.68,322.41,177.27,7.12,7.12,87.4,37.0,36250.82,Ψαθόπυργος
256,257.0,2025-07-04 19:00:00,978,23.43,56561.54,-49.24,54.57,31.45,8.74,8.74,102.54,37.78,36883.79,Αραχωβίτικα
257,258.0,2025-07-04 19:00:00,979,24.72,58750.2,271.73,702.86,411.34,7.18,7.18,86.24,39.55,38311.01,Άγιος Βασίλης
258,259.0,2025-07-04 19:00:00,980,22.69,61896.16,102.71,161.32,104.44,4.84,4.84,55.92,42.12,40362.48,Ρίο
259,260.0,2025-07-04 19:00:00,981,22.35,61202.74,306.56,7.03,2.2,5.69,5.69,65.49,41.55,39910.31,Καστελλόκαμπος
261,262.0,2025-07-04 19:00:00,983,23.68,30256.07,292.1,26.53,14.28,10.45,10.45,123.57,18.75,19729.98,Πλάζ
262,263.0,2025-07-04 19:00:00,984,24.94,52831.48,301.93,44.42,21.52,7.75,7.75,93.09,34.83,34451.41,Ροιτικά
264,265.0,2025-07-04 20:00:00,977,25.49,55403.0,-169.8,303.43,194.83,6.87,6.87,84.11,36.85,36128.3,Ψαθόπυργος
265,266.0,2025-07-04 20:00:00,978,23.54,56404.53,-56.0,56.19,32.27,8.54,8.54,100.52,37.65,36781.39,Αραχωβίτικα
266,267.0,2025-07-04 20:00:00,979,24.26,59018.99,273.73,701.93,411.17,6.53,6.53,77.82,39.76,38486.29,Άγιος Βασίλης
267,268.0,2025-07-04 20:00:00,980,22.41,61926.96,101.1,171.99,107.1,4.75,4.75,54.54,42.15,40382.57,Ρίο
268,269.0,2025-07-04 20:00:00,981,22.19,61126.84,306.61,9.11,3.58,5.53,5.53,63.47,41.49,39860.82,Καστελλόκαμπος
270,271.0,2025-07-04 20:00:00,983,23.54,28290.35,295.4,28.2,14.94,10.14,10.14,119.5,17.41,18448.14,Πλάζ
271,272.0,2025-07-04 20:00:00,984,24.46,52817.65,302.95,47.07,21.18,7.53,7.53,89.9,34.82,34442.39,Ροιτικά
273,274.0,2025-07-04 21:00:00,977,25.35,55703.78,-174.48,264.68,157.85,6.46,6.46,78.77,37.09,36324.44,Ψαθόπυργος
274,275.0,2025-07-04 21:00:00,978,23.55,56459.65,-57.98,58.58,33.41,8.45,8.45,99.7,37.7,36817.34,Αραχωβίτικα
275,276.0,2025-07-04 21:00:00,979,24.09,58174.82,273.87,711.75,414.58,6.21,6.21,73.92,39.08,37935.8,Άγιος Βασίλης
276,277.0,2025-07-04 21:00:00,980,22.58,61846.59,99.87,170.98,110.23,4.62,4.62,53.16,42.08,40330.16,Ρίο
277,278.0,2025-07-04 21:00:00,981,21.94,65047.3,311.53,8.5,2.82,5.32,5.32,60.67,44.74,42417.35,Καστελλόκαμπος
279,280.0,2025-07-04 21:00:00,983,23.33,28592.27,294.08,29.1,15.83,9.71,9.71,113.96,17.62,18645.02,Πλάζ
280,281.0,2025-07-04 21:00:00,984,23.69,52997.98,305.03,43.27,15.99,7.29,7.29,85.74,34.95,34559.98,Ροιτικά
281,282.0,2025-07-04 22:00:00,976,24.68,57152.22,-175.34,121.06,74.12,7.69,7.69,92.51,38.25,37268.96,Ακταίο
282,283.0,2025-07-04 22:00:00,977,25.28,55597.58,-176.97,287.58,172.57,6.07,6.07,73.89,37.01,36255.18,Ψαθόπυργος
283,284.0,2025-07-04 22:00:00,978,23.54,56482.13,-61.27,60.93,34.91,8.17,8.17,96.42,37.72,36832.0,Αραχωβίτικα
284,285.0,2025-07-04 22:00:00,979,23.85,57900.71,274.77,712.85,415.65,6.04,6.04,71.72,38.86,37757.05,Άγιος Βασίλης
285,286.0,2025-07-04 22:00:00,980,22.57,61995.25,99.3,167.66,109.65,4.56,4.56,52.54,42.2,40427.1,Ρίο
288,289.0,2025-07-04 22:00:00,983,22.87,28765.52,293.76,34.79,19.03,9.22,9.22,107.21,17.73,18757.99,Πλάζ
289,290.0,2025-07-04 22:00:00,984,23.38,52976.19,305.41,40.46,18.08,7.2,7.2,84.54,34.93,34545.77,Ροιτικά
290,291.0,2025-07-04 23:00:00,976,24.68,57151.61,-175.45,96.87,30.03,7.69,7.69,92.47,9998.04,37268.57,Ακταίο
291,292.0,2025-07-04 23:00:00,977,25.01,55654.26,-175.52,292.87,174.9,6.12,6.12,74.06,37.05,36292.14,Ψαθόπυργος
292,293.0,2025-07-04 23:00:00,978,23.54,56379.95,-63.47,63.39,36.46,8.1,8.1,95.51,37.63,36765.36,Αραχωβίτικα
293,294.0,2025-07-04 23:00:00,979,23.85,57933.65,275.07,720.28,417.07,5.98,5.98,70.99,38.88,37778.54,Άγιος Βασίλης
294,295.0,2025-07-04 23:00:00,980,22.67,62001.08,100.08,160.42,99.96,4.58,4.58,52.89,42.21,40430.91,Ρίο
297,298.0,2025-07-04 23:00:00,983,22.54,27386.62,295.95,33.14,18.44,8.86,8.86,102.2,16.8,17858.82,Πλάζ
298,299.0,2025-07-04 23:00:00,984,23.08,53047.68,306.51,38.53,21.17,7.28,7.28,84.91,34.99,34592.39,Ροιτικά
299,300.0,2025-07-05 00:00:00,976,24.62,57176.21,-175.54,124.32,43.68,7.61,7.61,91.36,38.27,37284.61,Ακταίο
300,301.0,2025-07-05 00:00:00,977,24.91,55854.5,-174.02,262.27,161.27,6.19,6.19,74.69,37.21,36422.72,Ψαθόπυργος
301,302.0,2025-07-05 00:00:00,978,23.52,56507.34,-68.99,65.27,37.41,7.8,7.8,91.9,37.74,36848.44,Αραχωβίτικα
302,303.0,2025-07-05 00:00:00,979,23.97,58652.71,274.75,733.17,425.77,5.91,5.91,70.38,39.47,38247.43,Άγιος Βασίλης
304,305.0,2025-07-05 00:00:00,981,21.37,58625.61,319.8,8.19,1.77,5.32,5.32,59.88,39.45,38229.76,Καστελλόκαμπος
306,307.0,2025-07-05 00:00:00,983,22.37,27053.44,299.17,32.99,17.61,8.43,8.43,96.91,16.58,17641.55,Πλάζ
307,308.0,2025-07-05 00:00:00,984,22.69,53106.11,307.3,38.53,21.54,7.18,7.18,82.8,35.03,34630.5,Ροιτικά
308,309.0,2025-07-05 01:00:00,976,24.53,56898.61,-175.45,129.26,129.76,7.61,7.61,91.28,38.05,37103.59,Ακταίο
309,310.0,2025-07-05 01:00:00,977,24.79,55696.97,-174.47,291.63,175.16,6.09,6.09,73.3,37.09,36320.0,Ψαθόπυργος
310,311.0,2025-07-05 01:00:00,978,23.51,56368.15,-75.74,65.48,37.48,7.5,7.5,88.46,37.62,36757.67,Αραχωβίτικα
311,312.0,2025-07-05 01:00:00,979,24.01,58271.19,273.89,739.02,428.37,6.01,6.01,71.5,39.16,37998.64,Άγιος Βασίλης
312,313.0,2025-07-05 01:00:00,980,22.65,61864.83,101.46,230.21,91.32,4.48,4.48,51.81,42.1,40342.05,Ρίο
313,314.0,2025-07-05 01:00:00,981,21.19,59215.59,321.22,7.15,1.79,5.24,5.24,58.66,39.92,38614.49,Καστελλόκαμπος
315,316.0,2025-07-05 01:00:00,983,22.28,26198.38,300.53,31.41,17.14,8.04,8.04,92.35,16.01,17083.97,Πλάζ
316,317.0,2025-07-05 01:00:00,984,22.52,53041.33,307.37,35.95,20.9,7.05,7.05,81.2,34.98,34588.25,Ροιτικά
317,318.0,2025-07-05 02:00:00,976,24.58,57090.49,-175.1,40.12,33.63,7.64,7.64,91.62,9998.04,37228.71,Ακταίο
318,319.0,2025-07-05 02:00:00,977,24.69,55866.3,-171.0,284.01,164.45,6.37,6.37,76.43,37.22,36430.42,Ψαθόπυργος
319,320.0,2025-07-05 02:00:00,978,23.11,56036.3,-72.03,65.5,37.37,7.72,7.72,90.18,37.36,36541.27,Αραχωβίτικα
320,321.0,2025-07-05 02:00:00,979,24.36,58604.98,273.82,738.87,429.17,6.21,6.21,74.06,39.43,38216.31,Άγιος Βασίλης
321,322.0,2025-07-05 02:00:00,980,22.91,61904.8,102.9,229.37,94.66,4.53,4.53,52.62,42.13,40368.13,Ρίο
322,323.0,2025-07-05 02:00:00,981,20.9,59297.91,320.62,7.57,1.56,5.24,5.24,58.3,39.99,38668.17,Καστελλόκαμπος
324,325.0,2025-07-05 02:00:00,983,22.23,25618.66,299.02,35.49,17.87,7.66,7.66,87.79,15.62,16705.93,Πλάζ
325,326.0,2025-07-05 02:00:00,984,22.43,53048.9,307.05,36.85,21.03,6.76,6.76,77.8,34.99,34593.19,Ροιτικά
326,327.0,2025-07-05 03:00:00,976,24.93,57293.52,-171.12,60.15,33.56,7.77,7.77,93.62,38.37,37361.11,Ακταίο
327,328.0,2025-07-05 03:00:00,977,24.55,55860.34,-169.49,284.84,178.89,6.45,6.45,77.1,37.22,36426.53,Ψαθόπυργος
328,329.0,2025-07-05 03:00:00,978,23.39,56443.53,-65.96,64.11,36.34,7.56,7.56,88.89,37.68,36806.83,Αραχωβίτικα
329,330.0,2025-07-05 03:00:00,979,24.28,58383.77,273.05,751.58,435.0,6.06,6.06,72.14,39.25,38072.05,Άγιος Βασίλης
330,331.0,2025-07-05 03:00:00,980,22.68,61938.52,104.47,235.65,99.31,4.58,4.58,52.9,42.16,40390.11,Ρίο
333,334.0,2025-07-05 03:00:00,983,22.09,24974.81,299.66,30.97,15.2,7.43,7.43,84.94,15.19,16286.08,Πλάζ
334,335.0,2025-07-05 03:00:00,984,22.35,53087.44,306.82,38.11,21.56,6.37,6.37,73.11,35.02,34618.32,Ροιτικά
335,336.0,2025-07-05 04:00:00,976,24.92,57295.44,-171.35,36.63,61.74,7.74,7.74,93.63,38.37,37362.36,Ακταίο
336,337.0,2025-07-05 04:00:00,977,24.27,55659.4,-168.17,280.28,158.25,6.52,6.52,77.74,37.06,36295.5,Ψαθόπυργος
337,338.0,2025-07-05 04:00:00,978,23.36,56449.84,-71.31,62.97,35.38,7.2,7.2,84.76,37.69,36810.94,Αραχωβίτικα
338,339.0,2025-07-05 04:00:00,979,24.08,58760.99,272.99,758.18,440.11,5.95,5.95,70.81,39.56,38318.04,Άγιος Βασίλης
339,340.0,2025-07-05 04:00:00,980,22.69,61901.13,104.11,239.75,100.68,4.56,4.56,52.43,42.13,40365.73,Ρίο
342,343.0,2025-07-05 04:00:00,983,21.89,23017.92,304.73,30.5,15.01,7.32,7.32,83.1,13.89,15009.99,Πλάζ
343,344.0,2025-07-05 04:00:00,984,22.17,53091.59,307.84,38.81,21.95,6.86,6.86,78.55,35.02,34621.03,Ροιτικά
344,345.0,2025-07-05 05:00:00,976,24.84,57215.56,-170.51,45.54,44.51,7.76,7.76,93.7,38.31,37310.27,Ακταίο
345,346.0,2025-07-05 05:00:00,977,24.29,55824.92,-169.62,312.82,187.23,6.48,6.48,77.22,37.19,36403.43,Ψαθόπυργος
346,347.0,2025-07-05 05:00:00,978,23.54,56406.56,-71.51,58.34,32.21,7.72,7.72,91.08,37.66,36782.72,Αραχωβίτικα
347,348.0,2025-07-05 05:00:00,979,24.31,59514.5,272.85,762.83,442.26,6.05,6.05,72.09,40.17,38809.41,Άγιος Βασίλης
348,349.0,2025-07-05 05:00:00,980,22.68,61967.48,104.58,165.12,103.61,4.57,4.57,52.84,42.18,40409.0,Ρίο
349,350.0,2025-07-05 05:00:00,981,20.73,68022.88,324.3,7.18,1.4,4.93,4.93,54.9,47.25,44357.72,Καστελλόκαμπος
351,352.0,2025-07-05 05:00:00,983,21.58,21856.89,305.03,32.47,14.96,7.39,7.39,83.24,13.13,14252.88,Πλάζ
352,353.0,2025-07-05 05:00:00,984,22.1,53068.64,307.91,39.02,22.04,6.3,6.3,71.98,35.0,34606.06,Ροιτικά
353,354.0,2025-07-05 06:00:00,976,24.91,57257.37,-169.15,192.43,53.44,7.76,7.76,93.84,38.34,37337.53,Ακταίο
354,355.0,2025-07-05 06:00:00,977,24.28,55439.41,-160.6,332.68,199.67,6.35,6.35,75.66,36.88,36152.04,Ψαθόπυργος
355,356.0,2025-07-05 06:00:00,978,23.54,56511.5,-90.14,56.61,31.06,7.59,7.59,89.43,37.74,36851.15,Αραχωβίτικα
356,357.0,2025-07-05 06:00:00,979,24.33,59813.17,269.86,764.73,443.51,6.25,6.25,74.52,40.41,39004.17,Άγιος Βασίλης
357,358.0,2025-07-05 06:00:00,980,22.67,61937.5,106.06,169.93,105.03,4.63,4.63,53.52,42.16,40389.45,Ρίο
358,359.0,2025-07-05 06:00:00,981,20.71,61674.95,342.35,8.22,1.54,4.76,4.76,53.03,41.94,40218.23,Καστελλόκαμπος
360,361.0,2025-07-05 06:00:00,983,21.17,22750.47,304.41,38.75,16.65,7.56,7.56,84.5,13.71,14835.58,Πλάζ
361,362.0,2025-07-05 06:00:00,984,22.06,53102.47,307.32,41.05,22.36,6.53,6.53,74.54,35.03,34628.13,Ροιτικά
363,364.0,2025-07-05 07:00:00,977,24.22,55348.39,-144.58,388.29,222.8,7.66,7.66,91.22,36.81,36092.69,Ψαθόπυργος
364,365.0,2025-07-05 07:00:00,978,23.09,56121.16,-63.77,57.33,32.91,8.63,8.63,100.85,37.43,36596.61,Αραχωβίτικα
365,366.0,2025-07-05 07:00:00,979,24.41,59954.8,270.64,756.45,438.79,6.61,6.61,78.92,40.53,39096.52,Άγιος Βασίλης
366,367.0,2025-07-05 07:00:00,980,23.0,61920.13,107.87,172.04,106.97,4.69,4.69,54.48,42.14,40378.12,Ρίο
367,368.0,2025-07-05 07:00:00,981,20.9,61742.51,329.35,6.83,1.22,5.18,5.18,57.61,42.0,40262.29,Καστελλόκαμπος
369,370.0,2025-07-05 07:00:00,983,21.06,22288.33,301.97,38.8,18.47,7.7,7.7,86.03,13.41,14534.22,Πλάζ
370,371.0,2025-07-05 07:00:00,984,21.96,53113.38,306.65,41.34,23.51,6.83,6.83,77.68,35.04,34635.23,Ροιτικά
371,372.0,2025-07-05 08:00:00,976,24.99,57138.88,-163.24,120.34,60.03,7.86,7.86,95.17,38.24,37260.27,Ακταίο
372,373.0,2025-07-05 08:00:00,977,24.34,55293.84,-143.33,315.99,197.65,9.04,9.04,107.98,36.77,36057.12,Ψαθόπυργος
373,374.0,2025-07-05 08:00:00,978,23.49,56218.9,-59.18,59.08,34.48,10.68,10.68,125.59,37.5,36660.35,Αραχωβίτικα
374,375.0,2025-07-05 08:00:00,979,24.58,59536.93,271.72,747.58,434.43,6.84,6.84,82.03,40.19,38824.04,Άγιος Βασίλης
375,376.0,2025-07-05 08:00:00,980,23.46,61934.47,108.67,172.88,108.84,4.77,4.77,56.03,42.15,40387.47,Ρίο
376,377.0,2025-07-05 08:00:00,981,21.3,61864.79,322.8,8.17,0.65,5.26,5.26,59.08,42.1,40342.03,Καστελλόκαμπος
377,378.0,2025-07-05 08:00:00,982,20.44,15018.65,301.44,2059.24,617.98,6.0,6.0,66.37,8.73,8683.78,Δάφνες
378,379.0,2025-07-05 08:00:00,983,21.09,23488.44,302.1,43.83,21.46,7.88,7.88,88.11,14.2,15316.81,Πλάζ
379,380.0,2025-07-05 08:00:00,984,22.1,53086.75,303.92,44.57,24.86,7.45,7.45,85.2,35.02,34617.87,Ροιτικά
380,381.0,2025-07-05 09:00:00,976,25.05,57235.48,-154.38,111.82,46.77,7.88,7.88,95.63,38.32,37323.25,Ακταίο
381,382.0,2025-07-05 09:00:00,977,24.54,55432.89,-142.43,352.01,219.78,9.62,9.62,115.45,36.88,36147.79,Ψαθόπυργος
382,383.0,2025-07-05 09:00:00,978,23.63,56236.02,-64.07,62.4,37.37,10.64,10.64,125.37,37.52,36671.51,Αραχωβίτικα
383,384.0,2025-07-05 09:00:00,979,24.88,60193.89,272.18,735.92,427.93,6.98,6.98,83.87,40.72,39252.44,Άγιος Βασίλης
384,385.0,2025-07-05 09:00:00,980,23.95,62063.11,109.19,174.1,108.92,4.8,4.8,56.53,42.26,40471.36,Ρίο
385,386.0,2025-07-05 09:00:00,981,21.54,61451.74,315.28,10.47,1.24,5.64,5.64,63.25,41.76,40072.68,Καστελλόκαμπος
387,388.0,2025-07-05 09:00:00,983,21.34,22634.99,299.25,49.32,22.91,8.05,8.05,90.52,13.64,14760.28,Πλάζ
388,389.0,2025-07-05 09:00:00,984,22.35,53044.03,306.25,44.95,25.63,7.75,7.75,89.15,34.99,34590.02,Ροιτικά
389,390.0,2025-07-05 10:00:00,976,25.13,57155.74,-158.25,140.08,39.69,7.87,7.87,95.43,38.26,37271.26,Ακταίο
390,391.0,2025-07-05 10:00:00,977,24.77,55393.38,-140.16,348.24,208.82,10.2,10.2,122.89,36.85,36122.03,Ψαθόπυργος
391,392.0,2025-07-05 10:00:00,978,23.88,56393.78,-74.37,64.01,38.7,11.37,11.37,134.63,37.64,36774.38,Αραχωβίτικα
392,393.0,2025-07-05 10:00:00,979,25.0,59607.77,270.24,718.91,416.39,7.05,7.05,85.23,40.24,38870.23,Άγιος Βασίλης
393,394.0,2025-07-05 10:00:00,980,24.16,62092.56,108.21,178.82,110.85,4.71,4.71,56.18,42.28,40490.56,Ρίο
394,395.0,2025-07-05 10:00:00,981,21.96,61403.1,317.72,8.33,2.02,5.52,5.52,62.94,41.72,40040.96,Καστελλόκαμπος
396,397.0,2025-07-05 10:00:00,983,21.75,22282.82,297.49,44.98,21.51,8.2,8.2,93.03,13.41,14530.63,Πλάζ
397,398.0,2025-07-05 10:00:00,984,22.86,52994.78,305.05,45.2,25.74,7.99,7.99,92.86,34.95,34557.89,Ροιτικά
399,400.0,2025-07-05 11:00:00,977,24.92,55719.67,-139.78,414.31,236.99,10.34,10.34,125.02,37.11,36334.8,Ψαθόπυργος
401,402.0,2025-07-05 11:00:00,979,25.4,60241.79,271.32,699.17,405.15,7.13,7.13,86.15,40.76,39283.68,Άγιος Βασίλης
402,403.0,2025-07-05 11:00:00,980,24.34,62115.48,109.65,179.3,112.49,4.84,4.84,57.76,42.3,40505.5,Ρίο
403,404.0,2025-07-05 11:00:00,981,22.03,61561.05,317.24,8.53,0.65,5.66,5.66,64.47,41.85,40143.96,Καστελλόκαμπος
404,405.0,2025-07-05 11:00:00,982,22.33,56751.19,289.58,1092.3,639.33,7.32,7.32,83.88,37.93,37007.45,Δάφνες
405,406.0,2025-07-05 11:00:00,983,21.91,22950.99,293.89,43.03,21.79,8.61,8.61,97.89,13.85,14966.34,Πλάζ
406,407.0,2025-07-05 11:00:00,984,23.31,53543.23,298.45,49.96,30.64,8.73,8.73,102.45,35.38,34915.54,Ροιτικά
408,409.0,2025-07-05 12:00:00,977,25.04,55826.92,-146.87,328.66,237.41,10.16,10.16,122.99,37.19,36404.73,Ψαθόπυργος
409,410.0,2025-07-05 12:00:00,978,24.51,56374.55,-78.3,59.18,35.33,11.62,11.62,139.14,37.63,36761.85,Αραχωβίτικα
410,411.0,2025-07-05 12:00:00,979,25.45,59615.54,268.83,691.82,401.48,7.14,7.14,86.98,40.25,38875.29,Άγιος Βασίλης
411,412.0,2025-07-05 12:00:00,980,24.45,62084.88,110.97,188.99,117.7,4.83,4.83,57.62,42.28,40485.55,Ρίο
412,413.0,2025-07-05 12:00:00,981,22.12,61657.8,320.82,8.4,1.52,5.68,5.68,65.01,41.93,40207.05,Καστελλόκαμπος
414,415.0,2025-07-05 12:00:00,983,21.98,21839.01,295.18,38.56,18.67,9.08,9.08,103.56,13.12,14241.22,Πλάζ
415,416.0,2025-07-05 12:00:00,984,23.96,52956.02,300.59,62.05,37.23,8.76,8.76,103.16,34.92,34532.63,Ροιτικά
416,417.0,2025-07-05 13:00:00,976,24.75,57223.41,-160.24,131.87,76.58,8.11,8.11,97.65,38.31,37315.38,Ακταίο
417,418.0,2025-07-05 13:00:00,977,25.28,55963.6,-146.58,422.22,294.69,9.9,9.9,120.22,37.3,36493.86,Ψαθόπυργος
418,419.0,2025-07-05 13:00:00,978,24.71,56425.72,-73.98,51.08,28.88,11.34,11.34,136.11,37.67,36795.21,Αραχωβίτικα
420,421.0,2025-07-05 13:00:00,980,24.27,62023.34,114.79,192.04,118.26,4.99,4.99,59.53,42.23,40445.42,Ρίο
421,422.0,2025-07-05 13:00:00,981,22.3,61726.3,318.61,6.11,1.21,5.66,5.66,64.99,41.98,40251.72,Καστελλόκαμπος
423,424.0,2025-07-05 13:00:00,983,22.19,21679.73,287.93,36.38,17.83,9.53,9.53,109.23,13.01,14137.36,Πλάζ
424,425.0,2025-07-05 13:00:00,984,24.42,54781.35,300.39,73.03,43.3,9.28,9.28,110.69,36.36,35722.92,Ροιτικά
425,426.0,2025-07-05 14:00:00,976,24.79,56945.05,-149.99,127.94,47.41,8.09,8.09,97.62,38.09,37133.87,Ακταίο
426,427.0,2025-07-05 14:00:00,977,25.38,55896.77,-149.17,395.42,258.7,9.45,9.45,115.35,37.25,36450.28,Ψαθόπυργος
427,428.0,2025-07-05 14:00:00,978,24.75,56595.95,-78.77,44.03,24.17,10.05,10.05,120.75,37.81,36906.22,Αραχωβίτικα
429,430.0,2025-07-05 14:00:00,980,24.34,62067.31,115.01,199.89,124.05,5.08,5.08,60.3,42.26,40474.1,Ρίο
430,431.0,2025-07-05 14:00:00,981,22.23,61901.74,319.19,8.14,2.25,5.57,5.57,63.62,42.13,40366.13,Καστελλόκαμπος
432,433.0,2025-07-05 14:00:00,983,22.45,20584.9,287.89,36.47,18.02,9.92,9.92,114.22,12.3,13423.42,Πλάζ
433,434.0,2025-07-05 14:00:00,984,25.43,53604.0,301.25,87.35,50.04,8.96,8.96,108.22,35.43,34955.17,Ροιτικά
434,435.0,2025-07-05 15:00:00,976,24.8,57035.96,-151.52,184.1,48.85,8.03,8.03,96.86,9998.04,37193.15,Ακταίο
435,436.0,2025-07-05 15:00:00,977,25.42,56019.52,-154.51,460.94,247.54,8.36,8.36,102.1,37.35,36530.33,Ψαθόπυργος
436,437.0,2025-07-05 15:00:00,978,24.77,56616.48,-102.28,37.77,18.74,9.06,9.06,109.0,37.82,36919.61,Αραχωβίτικα
437,438.0,2025-07-05 15:00:00,979,25.33,58295.25,268.69,663.3,385.52,8.56,8.56,104.32,39.18,38014.33,Άγιος Βασίλης
438,439.0,2025-07-05 15:00:00,980,23.95,61990.34,114.93,213.69,130.49,5.12,5.12,60.86,42.2,40423.9,Ρίο
439,440.0,2025-07-05 15:00:00,981,22.09,61884.23,320.18,5.95,0.72,5.67,5.67,64.91,42.11,40354.71,Καστελλόκαμπος
441,442.0,2025-07-05 15:00:00,983,22.67,21095.81,285.67,35.13,19.33,10.21,10.21,117.98,12.63,13756.58,Πλάζ
442,443.0,2025-07-05 15:00:00,984,25.27,54118.32,301.9,107.88,60.41,9.51,9.51,115.45,35.83,35290.56,Ροιτικά
443,444.0,2025-07-05 16:00:00,976,24.82,56803.05,-149.1,58.67,39.65,8.1,8.1,97.56,37.97,37041.27,Ακταίο
444,445.0,2025-07-05 16:00:00,977,25.46,55924.85,-157.97,419.23,254.43,7.95,7.95,97.15,37.27,36468.6,Ψαθόπυργος
445,446.0,2025-07-05 16:00:00,978,24.6,56555.22,-106.57,32.9,15.05,8.51,8.51,101.73,37.77,36879.66,Αραχωβίτικα
447,448.0,2025-07-05 16:00:00,980,23.58,61875.29,113.46,215.35,135.45,5.03,5.03,59.23,42.1,40348.88,Ρίο
448,449.0,2025-07-05 16:00:00,981,21.87,61880.51,320.1,6.35,1.3,5.66,5.66,64.5,42.11,40352.28,Καστελλόκαμπος
449,450.0,2025-07-05 16:00:00,982,23.26,57221.9,292.79,2293.44,44.27,8.37,8.37,98.14,38.31,37314.4,Δάφνες
450,451.0,2025-07-05 16:00:00,983,22.76,21573.54,284.2,39.9,22.52,10.35,10.35,119.91,12.94,14068.11,Πλάζ
451,452.0,2025-07-05 16:00:00,984,25.37,53135.23,302.63,118.79,65.47,9.09,9.09,110.67,35.06,34649.49,Ροιτικά
